gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
114,999,976,493,195,15,153,972,353,9,977,29,.251,3891,.316,.427,.743,17,62,.785,91,16117,4311,1661,478,777,11,22,.296,1.02,5,25.43,Athletics
113,976,959,404,156,16,81,981,359,14,873,38,.232,3756,.304,.347,.651,27,88,.765,85,16353,4190,1304,392,785,9,24,.291,1.02,4,46.37,Pittsburgh Pirates
113,1020,1077,463,172,15,95,791,356,14,943,35,.250,3768,.318,.380,.698,20,74,.787,72,16056,4224,1430,434,792,32,31,.291,0.95,2,39.66,San Diego Padres
113,921,1040,511,153,6,159,1005,380,17,940,60,.243,3862,.319,.410,.729,26,111,.810,72,17154,4346,1582,490,806,19,25,.287,0.89,0,24.29,Seattle Mariners
113,865,1096,469,173,21,105,960,395,9,872,47,.233,3739,.312,.375,.687,17,50,.746,76,16751,4236,1402,448,765,22,32,.283,0.79,1,35.61,San Francisco Giants
114,892,1151,498,198,4,109,881,353,12,953,54,.249,3835,.318,.387,.705,16,63,.797,82,16585,4287,1486,476,777,13,29,.294,0.77,3,35.18,St. Louis Cardinals
114,968,987,510,169,11,121,960,340,9,969,34,.252,3841,.316,.397,.713,37,147,.799,77,16479,4260,1523,480,738,11,32,.304,0.98,2,31.74,Tampa Bay Rays
114,875,1134,473,167,12,121,953,336,17,882,46,.232,3806,.300,.377,.677,25,101,.802,60,16338,4227,1436,451,736,8,30,.276,0.77,1,31.46,Texas Rangers
114,1037,1120,546,203,8,123,753,382,21,1037,45,.267,3890,.337,.418,.755,18,55,.753,87,16480,4381,1625,522,837,28,29,.300,0.93,7,31.63,Toronto Blue Jays
112,899,1037,465,173,13,129,933,330,5,899,68,.240,3741,.311,.397,.708,20,56,.737,78,16192,4167,1485,444,753,2,25,.285,0.87,1,29.00,Minnesota Twins
112,958,1017,529,181,14,135,902,377,14,969,39,.254,3808,.326,.416,.742,19,94,.832,67,16547,4264,1583,506,787,12,26,.298,0.94,2,28.21,Philadelphia Phillies
111,927,1007,462,165,14,120,964,397,11,912,33,.242,3775,.317,.388,.705,14,51,.785,70,16771,4241,1465,448,821,11,24,.292,0.92,1,31.46,Atlanta Braves
112,860,1095,428,175,9,104,931,354,7,847,29,.230,3687,.300,.367,.667,19,69,.784,74,15999,4121,1352,412,739,17,29,.277,0.79,5,35.45,Chicago White Sox
111,988,1008,477,188,19,107,880,334,11,953,27,.252,3782,.315,.397,.712,32,84,.724,67,15758,4190,1500,458,762,18,29,.300,0.98,0,35.35,Miami Marlins
113,863,1059,584,188,17,181,995,426,36,968,43,.252,3844,.330,.451,.781,24,82,.774,69,17199,4360,1733,561,804,5,36,.291,0.81,6,21.24,New York Yankees
112,985,1003,558,171,11,112,884,381,12,970,50,.256,3785,.329,.396,.725,40,124,.756,60,16613,4276,1499,521,776,19,38,.304,0.98,3,33.80,Milwaukee Brewers
113,865,981,491,156,12,159,1089,337,17,882,65,.233,3782,.305,.407,.712,23,57,.713,69,16556,4222,1539,474,730,8,27,.282,0.88,3,23.79,Los Angeles Angels
113,962,1080,548,197,26,155,886,394,12,953,52,.250,3813,.325,.437,.762,27,76,.738,79,16637,4329,1667,536,777,22,46,.283,0.89,2,24.60,Arizona Diamondbacks
113,913,1011,492,187,12,139,976,309,9,918,55,.243,3782,.307,.409,.716,27,79,.745,79,16396,4182,1546,466,702,3,33,.289,0.90,0,27.21,Baltimore Orioles
114,947,986,568,235,20,141,1024,362,17,994,54,.254,3915,.323,.432,.755,26,97,.789,63,16985,4368,1692,545,781,9,28,.307,0.96,0,27.77,Boston Red Sox
112,887,1154,581,193,21,160,875,380,10,977,32,.254,3850,.323,.439,.762,22,121,.846,48,16699,4307,1692,566,774,8,35,.287,0.77,2,24.06,Chicago Cubs
113,915,1007,515,175,14,116,969,380,12,934,42,.247,3789,.320,.392,.712,25,85,.773,76,16508,4247,1485,484,761,8,28,.299,0.91,0,32.66,Cincinnati Reds
112,848,1136,443,169,11,118,913,358,22,842,41,.229,3678,.301,.377,.678,27,86,.761,61,16228,4138,1387,426,726,20,41,.269,0.75,0,31.17,Cleveland Guardians
112,861,969,419,184,29,117,1073,290,5,892,34,.237,3762,.296,.395,.691,29,58,.667,84,15694,4119,1485,408,699,13,20,.299,0.89,0,32.15,Colorado Rockies
114,826,1087,549,175,23,147,1002,346,7,961,49,.250,3838,.318,.423,.741,11,49,.817,63,16618,4274,1623,529,737,5,33,.299,0.76,3,26.11,Detroit Tigers
113,945,1057,486,171,10,123,882,326,9,981,52,.257,3819,.321,.404,.725,23,57,.713,90,15928,4243,1541,464,782,13,33,.301,0.89,0,31.05,Houston Astros
