gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
106,925,904,458,181,14,141,915,334,9,906,26,.250,3623,.316,.425,.741,16,59,.787,87,15018,4015,1538,443,723,7,20,.296,1.02,5,25.70,Athletics
104,884,889,350,142,16,68,909,323,14,790,32,.230,3440,.300,.340,.640,26,85,.766,78,14931,3831,1168,338,717,9,23,.290,0.99,4,50.59,Pittsburgh Pirates
104,932,997,414,158,12,88,733,327,14,854,27,.247,3459,.314,.376,.690,18,71,.798,66,14741,3871,1300,388,718,28,29,.287,0.93,1,39.31,San Diego Padres
104,855,951,476,146,5,144,925,352,17,880,60,.247,3569,.323,.411,.734,25,94,.790,67,15824,4023,1468,458,756,18,24,.292,0.90,0,24.78,Seattle Mariners
104,794,1003,432,161,18,98,883,358,9,798,43,.233,3427,.311,.376,.687,17,46,.730,71,15332,3880,1289,412,693,19,32,.282,0.79,1,34.97,San Francisco Giants
105,822,1068,473,186,4,103,804,326,12,898,49,.253,3552,.322,.394,.716,16,58,.784,74,15309,3968,1401,452,723,13,27,.298,0.77,1,34.48,St. Louis Cardinals
104,878,905,485,160,9,113,861,318,9,901,31,.257,3507,.322,.404,.726,34,138,.802,72,15032,3896,1418,455,670,10,28,.308,0.97,2,31.04,Tampa Bay Rays
104,791,1042,423,152,9,111,863,307,11,796,41,.230,3455,.298,.376,.674,22,97,.815,56,14834,3841,1299,406,671,7,30,.273,0.76,1,31.13,Texas Rangers
104,949,1017,491,187,6,109,688,349,21,926,41,.262,3528,.333,.412,.745,16,53,.768,78,14976,3977,1452,467,757,23,29,.296,0.93,7,32.37,Toronto Blue Jays
103,825,957,435,163,12,120,854,308,5,827,60,.240,3439,.312,.400,.712,20,53,.726,68,14957,3832,1374,416,691,2,22,.284,0.86,1,28.66,Minnesota Twins
103,891,935,481,163,14,118,818,354,12,894,38,.255,3504,.328,.411,.739,19,89,.824,63,15276,3932,1439,458,737,11,23,.299,0.95,2,29.70,Philadelphia Phillies
102,856,909,421,149,10,111,886,355,10,839,32,.243,3459,.317,.388,.705,13,47,.783,64,15360,3878,1341,408,748,10,21,.293,0.94,1,31.16,Atlanta Braves
104,788,1009,393,169,9,89,889,341,7,774,27,.227,3415,.300,.360,.660,18,65,.783,64,14981,3833,1228,377,696,17,28,.278,0.78,5,38.37,Chicago White Sox
102,921,918,436,173,17,93,809,304,11,882,26,.253,3484,.315,.393,.708,28,77,.733,65,14448,3860,1368,418,708,18,28,.302,1.00,0,37.46,Miami Marlins
103,798,960,535,179,14,167,897,390,34,890,39,.254,3506,.332,.456,.788,24,65,.730,66,15668,3979,1598,514,736,4,35,.292,0.83,5,20.99,New York Yankees
103,908,914,490,149,10,97,821,348,11,863,45,.250,3458,.324,.383,.707,37,118,.761,54,15189,3902,1323,456,705,18,30,.298,0.99,3,35.65,Milwaukee Brewers
104,805,906,452,145,11,149,1005,308,15,821,56,.234,3505,.304,.409,.713,21,46,.687,62,15300,3904,1435,438,680,8,24,.283,0.89,3,23.52,Los Angeles Angels
104,891,992,523,186,24,147,817,369,12,887,48,.252,3524,.327,.443,.770,21,71,.772,72,15338,4006,1562,511,719,22,41,.285,0.90,2,23.97,Arizona Diamondbacks
103,837,923,421,164,11,122,892,279,9,821,48,.238,3443,.302,.399,.701,23,73,.760,73,14936,3800,1373,398,646,3,27,.285,0.91,0,28.22,Baltimore Orioles
105,866,911,512,212,16,129,956,339,17,907,47,.251,3612,.322,.426,.748,24,87,.784,56,15613,4027,1538,491,723,7,22,.305,0.95,0,28.00,Boston Red Sox
103,818,1076,542,174,20,153,788,350,10,908,27,.256,3552,.324,.445,.769,21,118,.849,45,15377,3969,1581,530,712,7,31,.286,0.76,2,23.22,Chicago Cubs
104,854,916,477,166,13,109,888,344,11,864,42,.248,3488,.321,.397,.718,25,75,.750,72,15226,3908,1383,448,693,8,26,.300,0.93,0,32.00,Cincinnati Reds
102,776,1023,393,148,10,108,835,328,19,746,35,.224,3324,.298,.372,.670,26,82,.759,56,14691,3743,1238,378,646,19,37,.264,0.76,0,30.78,Cleveland Guardians
103,796,876,375,165,28,102,1000,266,5,810,32,.235,3452,.294,.387,.681,26,55,.679,79,14358,3780,1337,365,642,12,18,.299,0.91,0,33.84,Colorado Rockies
105,756,1019,497,161,20,130,920,337,7,875,48,.248,3532,.319,.415,.734,9,44,.830,57,15455,3958,1466,478,701,5,33,.296,0.74,3,27.17,Detroit Tigers
104,858,973,454,157,10,116,822,303,9,908,48,.258,3518,.323,.407,.730,21,55,.724,84,14704,3912,1433,432,722,12,31,.303,0.88,0,30.33,Houston Astros
103,848,1104,363,180,16,85,705,241,14,845,40,.245,3455,.299,.380,.679,33,76,.697,55,14245,3785,1312,357,685,21,26,.282,0.77,2,40.65,Kansas City Royals
104,813,1002,551,168,15,158,864,374,21,903,37,.255,3545,.329,.444,.773,16,60,.789,69,15574,3995,1575,531,700,4,33,.291,0.81,2,22.44,Los Angeles Dodgers
103,1019,845,440,169,15,99,789,297,10,842,42,.244,3456,.309,.387,.696,34,87,.719,62,14572,3835,1338,422,655,16,23,.287,1.21,1,34.91,Washington Nationals
104,888,949,459,162,15,131,826,359,22,840,60,.243,3461,.322,.412,.734,10,84,.894,81,15461,3924,1425,446,735,9,33,.279,0.94,2,26.42,New York Mets
