gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
77,694,663,328,130,8,97,632,250,5,665,18,.252,2636,.320,.418,.738,10,42,.808,70,10970,2925,1102,317,535,4,14,.296,1.05,3,27.18,Athletics
76,653,650,245,93,13,53,661,253,11,564,28,.225,2506,.302,.336,.638,22,69,.758,67,11031,2812,842,235,533,7,15,.283,1.00,3,47.28,Pittsburgh Pirates
74,672,698,312,111,11,63,527,230,8,614,21,.249,2468,.315,.379,.694,14,55,.797,50,10538,2763,936,288,497,18,25,.290,0.96,1,39.18,San Diego Padres
73,593,668,317,98,4,91,649,265,7,600,37,.242,2484,.322,.394,.716,20,75,.789,43,11174,2812,979,306,540,11,15,.289,0.89,0,27.30,Seattle Mariners
75,571,722,315,111,12,71,633,269,6,572,28,.232,2462,.312,.374,.686,16,42,.724,49,11055,2796,920,300,503,14,22,.281,0.79,1,34.68,San Francisco Giants
75,595,745,353,130,4,72,589,241,11,657,40,.257,2556,.328,.396,.724,14,41,.745,55,11112,2868,1011,335,532,9,21,.305,0.80,1,35.50,St. Louis Cardinals
75,622,650,346,118,6,78,635,233,3,638,25,.253,2518,.320,.398,.718,23,101,.815,49,10948,2805,1002,329,487,7,20,.307,0.96,2,32.28,Tampa Bay Rays
75,557,752,270,104,7,76,609,204,6,560,28,.228,2456,.293,.369,.662,18,62,.775,37,10425,2711,906,261,477,3,19,.270,0.74,1,32.32,Texas Rangers
74,666,725,320,129,3,77,506,239,13,636,29,.255,2493,.325,.402,.727,12,38,.760,57,10550,2806,1002,308,531,16,24,.289,0.92,5,32.38,Toronto Blue Jays
74,603,679,314,119,8,81,616,219,4,605,47,.243,2487,.315,.395,.710,14,36,.720,48,10885,2770,983,302,508,1,15,.290,0.89,1,30.70,Minnesota Twins
75,634,703,348,117,11,80,584,264,9,653,29,.256,2551,.331,.405,.736,15,64,.810,45,11160,2867,1032,332,540,7,16,.301,0.90,0,31.89,Philadelphia Phillies
73,623,647,307,101,7,78,620,256,8,605,22,.245,2471,.319,.386,.705,12,37,.755,47,10962,2773,954,294,534,7,17,.294,0.96,0,31.68,Atlanta Braves
75,574,717,260,114,5,58,652,243,4,546,14,.222,2458,.294,.343,.637,15,55,.786,42,10772,2750,844,249,509,11,20,.276,0.80,4,42.38,Chicago White Sox
73,664,651,295,117,10,64,588,215,5,627,18,.251,2496,.313,.383,.696,24,56,.700,44,10328,2763,956,284,515,14,20,.302,1.02,0,39.00,Miami Marlins
74,589,656,379,129,11,113,652,293,20,633,32,.253,2501,.336,.449,.785,20,54,.730,50,11271,2859,1123,365,539,3,26,.295,0.90,4,22.13,New York Yankees
75,657,655,327,104,8,69,620,255,9,593,31,.238,2491,.314,.369,.683,23,92,.800,37,10999,2814,920,303,514,16,18,.288,1.00,3,36.10,Milwaukee Brewers
74,565,648,303,96,8,105,719,186,9,553,36,.225,2461,.287,.398,.685,14,35,.714,43,10581,2710,980,292,436,7,17,.271,0.87,3,23.44,Los Angeles Angels
74,638,694,375,132,16,104,579,271,9,630,35,.252,2501,.330,.442,.772,17,55,.764,49,11040,2848,1106,367,509,12,28,.285,0.92,1,24.05,Arizona Diamondbacks
74,587,655,297,107,9,87,653,209,6,592,32,.240,2464,.306,.397,.703,16,53,.768,60,10815,2728,978,278,473,2,21,.289,0.90,0,28.32,Baltimore Orioles
76,623,663,358,141,11,92,704,260,15,651,36,.248,2621,.323,.416,.739,15,63,.808,42,11460,2938,1090,343,550,6,15,.304,0.94,0,28.49,Boston Red Sox
74,583,769,397,133,15,102,588,260,9,649,20,.254,2560,.324,.437,.761,15,90,.857,33,11225,2869,1118,389,517,6,23,.289,0.76,0,25.10,Chicago Cubs
75,608,654,350,125,7,84,653,260,7,625,23,.248,2516,.322,.404,.726,23,61,.726,44,10989,2823,1016,337,500,6,18,.301,0.93,0,29.95,Cincinnati Reds
73,563,702,278,101,7,74,598,225,10,548,27,.231,2377,.301,.372,.673,17,59,.776,46,10454,2663,885,263,460,9,25,.274,0.80,0,32.12,Cleveland Guardians
75,573,656,261,118,25,73,732,203,5,568,29,.227,2506,.291,.381,.672,18,35,.660,55,10516,2761,955,257,476,8,15,.288,0.87,0,34.33,Colorado Rockies
76,570,716,371,123,14,91,663,246,7,648,31,.252,2571,.322,.417,.739,6,27,.818,43,11126,2877,1072,357,513,4,22,.303,0.80,3,28.25,Detroit Tigers
75,627,692,321,111,7,79,575,218,6,649,35,.258,2514,.324,.402,.726,16,43,.729,66,10475,2796,1011,307,517,9,20,.303,0.91,0,31.82,Houston Astros
75,606,819,253,121,15,53,511,178,12,624,24,.248,2520,.301,.371,.672,25,58,.699,38,10392,2763,934,249,518,17,23,.289,0.74,1,47.55,Kansas City Royals
76,594,731,420,127,13,116,618,288,17,685,28,.264,2596,.340,.457,.797,12,44,.786,58,11561,2945,1186,403,526,3,29,.301,0.81,1,22.38,Los Angeles Dodgers
75,759,608,310,122,10,72,556,210,3,595,37,.239,2491,.306,.383,.689,26,63,.708,48,10506,2766,953,294,461,12,15,.278,1.25,1,34.60,Washington Nationals
75,664,668,333,122,13,93,585,272,14,613,48,.245,2503,.328,.416,.744,10,61,.859,64,11251,2852,1040,324,544,3,24,.281,0.99,2,26.91,New York Mets
