gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
84,757,717,342,132,9,101,694,268,5,712,19,.249,2860,.316,.407,.723,11,45,.804,78,11865,3170,1165,331,580,5,15,.294,1.06,3,28.32,Athletics
83,706,710,276,107,14,56,727,270,11,631,29,.230,2749,.303,.340,.643,22,73,.768,71,12066,3076,934,266,583,8,17,.290,0.99,3,49.09,Pittsburgh Pirates
81,726,775,337,119,11,69,569,256,8,662,21,.246,2689,.314,.376,.690,16,56,.778,54,11510,3010,1010,313,541,18,25,.286,0.94,1,38.97,San Diego Padres
81,667,746,372,113,4,105,715,284,10,689,45,.247,2785,.325,.404,.729,22,78,.780,52,12385,3146,1125,359,597,12,20,.294,0.89,0,26.52,Seattle Mariners
82,630,789,347,119,14,79,685,296,6,622,32,.232,2684,.313,.375,.688,17,43,.717,55,12080,3055,1006,328,545,18,24,.279,0.80,1,33.98,San Francisco Giants
83,652,845,387,141,4,83,640,262,12,712,44,.253,2817,.324,.394,.718,14,44,.759,59,12200,3156,1110,367,576,9,23,.297,0.77,1,33.94,St. Louis Cardinals
82,683,715,391,129,8,90,685,248,3,715,28,.258,2769,.323,.408,.731,24,106,.815,54,11932,3076,1130,370,530,8,21,.310,0.96,2,30.77,Tampa Bay Rays
82,624,828,301,114,8,81,663,231,8,614,32,.227,2701,.294,.365,.659,18,69,.793,42,11484,2993,987,289,531,4,24,.269,0.75,1,33.35,Texas Rangers
81,749,785,359,137,4,81,545,267,15,707,32,.258,2743,.328,.399,.727,14,43,.754,62,11601,3090,1095,343,588,17,26,.292,0.95,5,33.86,Toronto Blue Jays
82,676,758,351,131,8,94,672,246,5,668,51,.242,2756,.314,.398,.712,14,39,.736,53,12027,3072,1097,338,563,2,16,.286,0.89,1,29.32,Minnesota Twins
82,698,757,383,130,11,88,646,286,9,716,31,.256,2792,.330,.405,.735,15,69,.821,51,12192,3134,1132,365,589,7,18,.303,0.92,0,31.73,Philadelphia Phillies
81,693,721,332,112,8,82,688,287,9,665,24,.243,2740,.318,.379,.697,12,42,.778,51,12190,3078,1039,319,598,7,20,.293,0.96,0,33.42,Atlanta Braves
82,634,775,281,123,7,64,713,269,4,590,17,.220,2679,.293,.343,.636,17,56,.767,49,11761,3002,919,267,554,12,21,.274,0.82,4,41.86,Chicago White Sox
80,725,713,339,138,12,71,647,241,5,700,19,.255,2748,.317,.391,.708,25,61,.709,46,11414,3045,1075,326,568,16,21,.307,1.02,0,38.70,Miami Marlins
81,639,720,410,141,13,122,724,318,23,698,33,.254,2749,.335,.448,.783,20,58,.744,53,12401,3137,1231,394,602,3,29,.298,0.89,5,22.53,New York Yankees
82,719,724,389,118,8,76,661,283,10,679,32,.248,2740,.323,.380,.703,28,97,.776,42,12076,3101,1041,361,559,18,25,.297,0.99,3,36.05,Milwaukee Brewers
81,614,702,347,107,8,121,795,218,10,615,43,.228,2701,.294,.408,.702,17,37,.685,46,11693,2990,1101,335,490,7,18,.274,0.87,3,22.32,Los Angeles Angels
81,702,768,421,145,17,118,627,292,9,703,37,.255,2754,.331,.449,.780,18,61,.772,55,12092,3130,1236,413,556,13,33,.286,0.91,1,23.34,Arizona Diamondbacks
81,644,720,337,122,10,96,715,233,7,648,38,.240,2702,.307,.399,.706,16,57,.781,61,11831,2998,1078,316,518,3,22,.289,0.89,0,28.15,Baltimore Orioles
83,678,723,381,150,12,98,774,277,16,701,37,.246,2853,.319,.410,.729,17,67,.798,47,12462,3191,1169,363,589,7,17,.302,0.94,0,29.11,Boston Red Sox
82,650,854,441,144,16,120,643,282,9,725,22,.255,2841,.325,.444,.769,17,96,.850,36,12406,3176,1261,432,567,7,24,.288,0.76,0,23.68,Chicago Cubs
82,664,715,380,136,10,91,718,277,7,678,26,.247,2748,.319,.403,.722,23,65,.739,52,12054,3078,1107,362,537,6,21,.299,0.93,0,30.20,Cincinnati Reds
80,607,782,297,112,7,79,659,246,12,591,28,.227,2602,.298,.367,.665,18,64,.780,51,11414,2913,954,282,503,11,26,.271,0.78,0,32.94,Cleveland Guardians
82,621,714,291,133,25,78,806,219,5,626,29,.228,2742,.291,.380,.671,20,43,.683,60,11500,3015,1043,285,514,8,17,.292,0.87,0,35.15,Colorado Rockies
83,613,791,411,135,18,100,721,264,7,710,37,.253,2805,.323,.421,.744,7,30,.811,47,12189,3139,1181,395,552,4,26,.303,0.77,3,28.05,Detroit Tigers
82,671,760,345,116,7,88,638,240,7,700,38,.256,2738,.322,.400,.722,19,46,.708,68,11390,3047,1094,328,565,9,22,.301,0.88,0,31.11,Houston Astros
82,665,893,267,135,15,57,559,198,13,669,26,.244,2745,.298,.366,.664,28,63,.692,42,11308,3011,1005,263,563,18,23,.284,0.74,1,48.16,Kansas City Royals
83,651,800,467,143,15,130,675,308,18,747,30,.263,2841,.338,.461,.799,14,44,.759,60,12566,3213,1310,449,564,3,29,.299,0.81,2,21.85,Los Angeles Dodgers
82,824,665,357,136,10,84,620,233,5,669,38,.244,2743,.310,.393,.703,29,71,.710,49,11565,3050,1077,341,509,15,20,.284,1.24,1,32.66,Washington Nationals
83,723,749,365,130,13,108,652,290,14,678,50,.245,2771,.324,.418,.742,10,63,.863,68,12455,3144,1158,356,594,3,28,.280,0.97,2,25.66,New York Mets
