gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
149,1293,1283,687,274,16,207,1281,471,14,1303,40,.255,5111,.321,.436,.757,26,76,.745,.255,113,21282,5676,2230,666,1020,16,33,.300,1.01,5,24.69,Athletics
150,1292,1250,540,222,20,107,1306,491,19,1147,48,.232,4951,.305,.349,.654,34,109,.762,.238,115,21645,5538,1730,519,1037,13,31,.291,1.03,4,46.27,Pittsburgh Pirates
149,1340,1413,632,240,18,134,1063,475,16,1249,54,.251,4978,.320,.387,.707,27,98,.784,.216,98,21633,5596,1927,595,1044,45,42,.292,0.95,2,37.15,San Diego Padres
149,1191,1381,694,208,8,215,1320,505,26,1226,80,.242,5061,.319,.414,.733,36,147,.803,.197,92,22438,5705,2095,665,1036,23,34,.284,0.86,2,23.54,Seattle Mariners
148,1143,1417,649,221,26,160,1261,501,12,1172,61,.238,4925,.313,.391,.704,21,64,.753,.247,97,21823,5556,1925,619,986,22,46,.285,0.81,1,30.78,San Francisco Giants
149,1168,1468,639,237,8,140,1200,441,15,1227,81,.245,5006,.314,.380,.694,22,80,.784,.216,105,21637,5589,1900,607,1006,20,37,.294,0.80,4,35.76,St. Louis Cardinals
148,1280,1252,664,222,16,169,1260,421,9,1258,44,.252,4994,.313,.404,.717,46,181,.797,.203,100,21378,5517,2019,632,937,15,41,.302,1.02,2,29.55,Tampa Bay Rays
149,1186,1468,641,231,15,164,1210,456,18,1187,57,.237,5003,.306,.388,.694,29,124,.810,.190,83,21677,5567,1940,617,988,9,39,.279,0.81,3,30.51,Texas Rangers
148,1315,1451,738,269,10,177,1000,483,25,1360,63,.269,5052,.338,.432,.770,23,74,.763,.237,122,21409,5680,2180,712,1048,31,43,.302,0.91,8,28.54,Toronto Blue Jays
148,1197,1391,628,227,19,176,1231,461,9,1192,84,.240,4971,.313,.399,.712,28,93,.769,.231,95,21650,5557,1985,597,1011,7,33,.282,0.86,1,28.24,Minnesota Twins
149,1254,1338,725,252,24,188,1208,489,15,1329,60,.262,5076,.332,.432,.764,26,117,.818,.182,90,22043,5681,2193,700,1050,15,38,.307,0.94,3,27.00,Philadelphia Phillies
148,1238,1352,638,221,16,165,1264,511,14,1213,47,.242,5020,.316,.391,.707,24,73,.753,.247,86,22249,5626,1961,617,1054,15,32,.289,0.92,1,30.42,Atlanta Braves
149,1143,1459,598,229,10,150,1245,462,8,1163,44,.235,4957,.304,.376,.680,21,82,.796,.204,98,21450,5521,1862,578,986,20,33,.282,0.78,5,33.05,Chicago White Sox
149,1360,1353,655,250,26,144,1158,450,12,1272,46,.250,5086,.315,.394,.709,39,118,.752,.248,89,21170,5639,2006,624,1023,19,38,.295,1.01,0,35.32,Miami Marlins
148,1110,1389,770,234,19,251,1317,577,40,1250,48,.250,5010,.330,.454,.784,31,122,.797,.203,95,22586,5700,2275,743,1035,7,49,.286,0.80,9,19.96,New York Yankees
149,1322,1337,760,242,16,158,1161,514,14,1322,66,.261,5072,.334,.408,.742,51,153,.750,.250,89,22499,5726,2070,705,1048,24,46,.306,0.99,4,32.10,Milwaukee Brewers
149,1112,1286,637,202,17,205,1478,458,22,1133,85,.228,4962,.303,.400,.703,25,81,.764,.236,89,21989,5557,1984,615,958,13,34,.280,0.86,5,24.20,Los Angeles Angels
149,1255,1403,737,250,35,202,1208,499,17,1261,72,.250,5039,.323,.434,.757,34,113,.769,.231,101,22028,5701,2187,717,1003,29,59,.287,0.89,3,24.95,Arizona Diamondbacks
148,1207,1300,633,237,17,174,1315,432,14,1187,70,.239,4967,.307,.399,.706,35,105,.750,.250,96,21586,5511,1980,600,950,4,38,.288,0.93,0,28.55,Baltimore Orioles
149,1246,1307,730,301,22,176,1313,477,22,1296,69,.253,5116,.323,.424,.747,36,125,.776,.224,86,22192,5709,2169,696,1027,11,36,.306,0.95,0,29.07,Boston Red Sox
148,1166,1508,723,243,27,199,1161,510,14,1248,43,.248,5023,.320,.426,.746,32,151,.825,.175,64,21790,5638,2142,706,1017,9,51,.282,0.77,2,25.24,Chicago Cubs
148,1208,1313,661,233,22,148,1292,486,15,1225,48,.246,4985,.316,.390,.706,29,99,.773,.227,95,21622,5572,1946,625,1000,12,41,.300,0.92,0,33.68,Cincinnati Reds
148,1125,1481,577,214,15,153,1218,448,27,1089,57,.225,4841,.296,.370,.666,33,113,.774,.226,75,21237,5418,1792,557,926,24,47,.266,0.76,0,31.64,Cleveland Guardians
149,1161,1279,552,238,35,146,1403,368,5,1189,44,.239,4985,.295,.388,.683,36,79,.687,.313,113,20695,5445,1935,538,913,18,29,.301,0.91,1,34.14,Colorado Rockies
149,1087,1419,727,231,35,187,1316,469,12,1255,63,.250,5025,.319,.421,.740,15,58,.795,.205,81,22077,5615,2117,694,968,5,47,.299,0.77,6,26.87,Detroit Tigers
149,1260,1384,632,228,12,165,1189,442,15,1277,62,.252,5059,.318,.400,.718,26,76,.745,.255,116,21073,5615,2024,604,1040,15,36,.297,0.91,1,30.66,Houston Astros
