gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
85,765,727,349,132,9,103,703,273,5,720,19,.249,2894,.316,.407,.723,11,46,.807,78,12019,3210,1179,337,586,5,16,.293,1.05,3,28.10,Athletics
84,714,717,285,108,14,56,735,275,11,643,29,.231,2783,.305,.340,.645,22,74,.771,71,12226,3117,947,275,591,8,18,.292,1.00,4,49.70,Pittsburgh Pirates
82,736,787,343,122,11,72,574,259,8,674,21,.247,2728,.315,.379,.694,16,56,.778,54,11680,3052,1034,319,550,18,25,.286,0.94,1,37.89,San Diego Padres
82,679,753,374,113,4,106,724,285,10,695,47,.247,2819,.324,.402,.726,22,79,.782,54,12518,3183,1134,361,603,12,20,.293,0.90,0,26.59,Seattle Mariners
83,638,800,347,119,14,79,692,297,6,626,32,.231,2714,.311,.372,.683,17,43,.717,55,12199,3086,1010,328,549,18,24,.278,0.80,1,34.35,San Francisco Giants
85,659,859,399,144,4,86,650,267,12,730,44,.255,2865,.325,.398,.723,15,45,.750,59,12390,3210,1140,379,583,9,24,.299,0.77,1,33.31,St. Louis Cardinals
83,695,722,402,130,9,92,690,254,3,729,28,.260,2805,.325,.411,.736,25,107,.811,57,12095,3120,1153,381,536,8,23,.311,0.96,2,30.49,Tampa Bay Rays
83,632,835,304,114,8,82,675,236,8,620,33,.227,2734,.294,.364,.658,19,69,.784,43,11647,3032,996,292,540,4,24,.269,0.76,1,33.34,Texas Rangers
82,756,799,360,138,4,81,552,270,15,713,32,.257,2777,.327,.397,.724,14,43,.754,62,11737,3127,1102,344,597,17,26,.291,0.95,5,34.28,Toronto Blue Jays
83,682,771,356,132,8,96,680,247,5,676,51,.242,2790,.314,.399,.713,14,40,.741,53,12158,3108,1112,343,567,2,17,.286,0.88,1,29.06,Minnesota Twins
