gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
139,1216,1188,636,255,16,190,1198,439,13,1208,35,.254,4763,.319,.434,.753,25,67,.728,.272,108,19819,5289,2065,618,946,15,32,.299,1.02,5,25.07,Athletics
138,1188,1160,500,206,18,100,1201,450,18,1071,45,.234,4577,.307,.352,.659,31,103,.769,.231,107,20019,5119,1613,480,964,13,30,.294,1.02,4,45.77,Pittsburgh Pirates
138,1253,1307,585,224,16,119,971,445,16,1161,50,.252,4609,.322,.385,.707,27,90,.769,.231,90,19993,5189,1774,550,975,44,39,.293,0.96,2,38.73,San Diego Padres
138,1105,1264,629,188,7,196,1231,461,20,1134,72,.242,4686,.318,.411,.729,33,136,.805,.195,86,20768,5268,1924,604,958,21,27,.285,0.87,1,23.91,Seattle Mariners
138,1051,1335,588,205,25,143,1179,467,9,1083,58,.236,4585,.312,.385,.697,19,63,.768,.232,90,20377,5174,1767,559,929,22,41,.285,0.79,1,32.06,San Francisco Giants
139,1076,1389,606,228,6,133,1111,416,14,1154,70,.247,4676,.316,.383,.699,21,77,.786,.214,96,20189,5220,1793,577,938,18,36,.294,0.77,4,35.16,St. Louis Cardinals
137,1179,1167,621,208,15,156,1174,393,9,1161,42,.251,4632,.313,.403,.716,44,173,.797,.203,86,19811,5118,1867,589,869,12,37,.301,1.01,2,29.69,Tampa Bay Rays
139,1089,1381,603,214,13,157,1135,420,18,1112,56,.238,4673,.306,.390,.696,29,116,.800,.200,76,20245,5195,1823,581,915,8,36,.279,0.79,2,29.76,Texas Rangers
138,1237,1348,679,249,9,164,928,447,22,1261,60,.268,4709,.337,.429,.766,20,68,.773,.227,115,19955,5288,2020,655,978,30,35,.300,0.92,7,28.71,Toronto Blue Jays
137,1112,1283,578,210,16,163,1135,420,8,1091,79,.238,4586,.311,.397,.708,26,79,.752,.248,88,19984,5121,1822,550,922,6,29,.280,0.87,1,28.14,Minnesota Twins
138,1163,1261,660,228,21,171,1111,451,15,1211,52,.258,4699,.327,.424,.751,24,114,.826,.174,81,20356,5252,1994,635,965,14,33,.301,0.92,3,27.48,Philadelphia Phillies
138,1155,1244,610,210,14,154,1196,497,14,1148,46,.244,4700,.321,.393,.714,20,68,.773,.227,81,20901,5287,1848,590,1007,15,28,.294,0.93,1,30.52,Atlanta Braves
138,1054,1369,542,210,9,138,1140,430,8,1072,35,.234,4585,.302,.374,.676,20,78,.796,.204,91,19798,5105,1714,523,917,19,31,.280,0.77,5,33.22,Chicago White Sox
138,1245,1259,599,231,26,131,1086,414,12,1180,41,.250,4715,.314,.394,.708,36,112,.757,.243,82,19664,5225,1856,569,952,19,36,.297,0.99,0,35.99,Miami Marlins
137,1032,1295,719,220,19,233,1210,539,39,1162,46,.250,4646,.331,.456,.787,28,110,.797,.203,87,20934,5292,2119,692,966,8,45,.286,0.80,8,19.94,New York Yankees
139,1229,1254,711,226,15,151,1087,480,14,1227,60,.259,4731,.333,.409,.742,48,142,.747,.253,76,20929,5341,1936,662,976,24,42,.304,0.98,4,31.33,Milwaukee Brewers
137,1031,1185,584,187,14,192,1348,420,19,1044,75,.229,4568,.302,.402,.704,25,69,.734,.266,79,20129,5107,1835,564,882,10,30,.279,0.87,4,23.79,Los Angeles Angels
139,1162,1322,685,237,34,193,1130,463,16,1176,69,.250,4710,.323,.437,.760,30,102,.773,.227,93,20503,5325,2060,669,939,27,53,.286,0.88,3,24.40,Arizona Diamondbacks
138,1138,1216,599,228,17,165,1207,387,10,1124,66,.242,4645,.307,.405,.712,31,95,.754,.246,92,20090,5138,1881,567,876,3,37,.290,0.94,0,28.15,Baltimore Orioles
139,1168,1212,684,276,21,167,1224,454,21,1206,67,.253,4765,.325,.425,.750,35,117,.770,.230,81,20697,5332,2025,652,963,11,35,.305,0.96,0,28.53,Boston Red Sox
138,1098,1419,683,232,25,188,1066,466,13,1175,40,.250,4703,.320,.430,.750,29,138,.826,.174,60,20290,5266,2021,667,946,9,46,.282,0.77,2,25.02,Chicago Cubs
138,1120,1235,616,220,21,136,1196,451,14,1148,47,.247,4649,.317,.391,.708,28,92,.767,.233,89,20142,5197,1818,581,936,12,38,.302,0.91,0,34.18,Cincinnati Reds
136,1031,1372,523,194,14,138,1123,416,26,990,52,.223,4447,.294,.366,.660,30,106,.779,.221,67,19524,4984,1626,504,855,23,46,.264,0.75,0,32.22,Cleveland Guardians
138,1075,1203,518,225,35,138,1281,342,5,1111,42,.240,4627,.297,.393,.690,34,71,.676,.324,104,19120,5055,1820,504,851,16,27,.301,0.89,1,33.53,Colorado Rockies
139,1009,1324,669,213,33,176,1225,431,9,1173,59,.250,4684,.319,.423,.742,14,58,.806,.194,79,20512,5225,1980,642,904,5,42,.300,0.76,4,26.61,Detroit Tigers
138,1158,1287,580,210,11,153,1089,409,14,1179,58,.253,4663,.319,.401,.720,24,71,.747,.253,111,19417,5181,1870,555,960,15,35,.297,0.90,1,30.48,Houston Astros
137,1129,1454,529,242,19,132,932,359,18,1129,58,.246,4582,.307,.394,.701,39,99,.717,.283,83,19230,5064,1805,520,908,27,35,.281,0.78,3,34.71,Kansas City Royals
137,1051,1303,700,217,17,202,1158,506,26,1166,48,.252,4625,.329,.437,.766,23,78,.772,.228,94,20590,5234,2023,673,927,8,45,.291,0.81,2,22.90,Los Angeles Dodgers
137,1276,1135,573,223,22,126,1106,394,10,1110,51,.243,4577,.308,.383,.691,40,114,.740,.260,86,19467,5074,1755,550,860,18,32,.291,1.12,2,36.32,Washington Nationals
138,1207,1226,660,228,19,189,1106,490,25,1160,79,.250,4640,.329,.430,.759,14,120,.896,.104,107,20651,5270,1993,644,982,13,46,.286,0.98,2,24.55,New York Mets
