gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
89,795,750,366,137,10,109,735,287,5,744,21,.248,3001,.316,.409,.725,12,49,.803,82,12492,3335,1228,354,604,6,17,.292,1.06,3,27.53,Athletics
88,744,739,305,116,14,61,753,282,12,675,30,.234,2882,.307,.348,.655,22,74,.771,76,12635,3227,1002,295,606,8,21,.294,1.01,4,47.25,Pittsburgh Pirates
84,753,808,345,126,11,73,589,265,9,689,23,.247,2795,.314,.378,.692,16,57,.781,54,11963,3128,1056,321,570,19,25,.285,0.93,1,38.29,San Diego Padres
85,704,789,389,116,4,111,746,296,14,727,47,.248,2931,.325,.404,.729,22,79,.782,57,12984,3309,1184,376,630,14,21,.294,0.89,0,26.40,Seattle Mariners
86,654,827,353,128,14,80,725,305,6,645,34,.230,2809,.310,.371,.681,17,45,.726,59,12610,3191,1041,334,567,18,24,.279,0.79,1,35.11,San Francisco Giants
88,683,883,403,149,4,87,675,274,12,749,46,.253,2956,.324,.395,.719,15,47,.758,61,12802,3311,1167,383,604,9,25,.298,0.77,1,33.98,St. Louis Cardinals
87,719,754,411,131,9,98,718,264,7,751,28,.258,2911,.323,.410,.733,27,112,.806,60,12537,3236,1194,390,554,8,23,.308,0.95,2,29.70,Tampa Bay Rays
86,660,868,324,121,8,86,705,250,10,650,35,.228,2853,.296,.366,.662,19,77,.802,45,12197,3169,1045,310,569,5,25,.270,0.76,1,33.17,Texas Rangers
85,782,826,382,141,4,86,571,283,15,737,34,.257,2873,.328,.398,.726,15,44,.746,62,12190,3240,1144,366,613,17,26,.290,0.95,7,33.41,Toronto Blue Jays
85,697,786,356,133,8,96,703,249,5,680,51,.239,2847,.310,.392,.702,14,41,.745,54,12389,3167,1117,343,572,2,17,.283,0.89,1,29.66,Minnesota Twins
85,724,781,390,134,11,89,671,296,9,733,33,.254,2882,.329,.401,.730,15,73,.830,53,12574,3238,1156,372,608,8,19,.301,0.93,0,32.38,Philadelphia Phillies
84,711,745,339,116,9,84,721,295,10,691,24,.243,2841,.318,.379,.697,13,42,.764,52,12610,3187,1077,326,622,7,20,.295,0.95,0,33.82,Atlanta Braves
