gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
95,845,799,401,156,11,120,813,306,6,803,23,.248,3235,.316,.415,.731,13,50,.794,85,13473,3592,1341,388,648,7,18,.294,1.06,3,26.96,Athletics
94,804,793,319,123,14,64,821,296,12,712,30,.230,3101,.301,.340,.641,24,77,.762,77,13533,3460,1055,309,642,8,21,.290,1.01,4,48.45,Pittsburgh Pirates
93,831,893,373,133,12,80,655,301,13,758,24,.245,3089,.315,.374,.689,16,61,.792,60,13235,3463,1155,348,642,21,27,.285,0.93,1,38.61,San Diego Padres
93,762,861,416,130,4,125,820,314,15,787,50,.246,3193,.322,.407,.729,24,81,.771,59,14083,3594,1300,403,682,15,22,.292,0.89,0,25.54,Seattle Mariners
94,719,903,388,143,15,86,796,328,8,713,40,.231,3086,.311,.371,.682,17,45,.726,63,13839,3500,1144,368,628,18,27,.281,0.80,1,35.88,San Francisco Giants
94,733,952,428,162,4,94,731,293,12,801,46,.252,3182,.321,.394,.715,15,48,.762,66,13781,3557,1253,408,645,9,26,.297,0.77,1,33.85,St. Louis Cardinals
94,784,833,444,146,9,105,773,278,8,826,28,.260,3179,.322,.411,.733,31,122,.797,66,13600,3524,1305,422,600,10,27,.310,0.94,2,30.28,Tampa Bay Rays
94,727,959,377,135,8,97,758,282,11,726,38,.231,3138,.300,.372,.672,20,86,.811,52,13414,3491,1168,362,623,5,27,.272,0.76,1,32.35,Texas Rangers
93,851,910,427,156,4,98,616,313,20,816,34,.259,3146,.330,.405,.735,15,47,.758,69,13360,3547,1274,409,673,21,26,.292,0.94,7,32.10,Toronto Blue Jays
93,752,864,387,146,8,107,770,268,5,743,55,.239,3108,.309,.394,.703,18,48,.727,59,13464,3453,1226,372,621,2,19,.283,0.87,1,29.05,Minnesota Twins
93,796,848,430,147,13,100,737,321,10,813,35,.257,3162,.330,.407,.737,18,82,.820,55,13818,3550,1286,410,673,10,22,.304,0.94,0,31.62,Philadelphia Phillies
92,787,815,371,129,9,100,791,314,10,753,27,.241,3119,.314,.385,.699,13,44,.772,58,13780,3488,1200,358,672,7,20,.290,0.97,1,31.19,Atlanta Braves
93,706,892,318,142,9,71,794,301,4,672,25,.222,3027,.296,.345,.641,18,59,.766,55,13250,3395,1045,303,631,14,23,.275,0.79,5,42.63,Chicago White Sox
92,823,834,389,153,15,81,736,276,7,793,21,.252,3144,.314,.388,.702,27,73,.730,56,13087,3483,1219,373,639,16,26,.303,0.99,0,38.82,Miami Marlins
93,717,855,487,163,14,146,820,368,30,814,36,.257,3170,.338,.455,.793,23,63,.733,61,14305,3615,1443,467,687,4,32,.299,0.84,5,21.71,New York Yankees
93,816,829,435,131,9,89,745,319,10,768,39,.247,3112,.322,.380,.702,32,108,.771,48,13701,3519,1184,404,639,18,28,.294,0.98,3,34.97,Milwaukee Brewers
93,718,804,401,124,10,136,908,263,14,718,50,.230,3119,.299,.407,.706,19,41,.683,56,13527,3464,1270,387,584,8,21,.278,0.89,3,22.93,Los Angeles Angels
94,803,892,478,166,20,137,745,339,12,798,46,.251,3181,.328,.445,.773,21,67,.761,61,13975,3624,1415,468,647,18,39,.283,0.90,1,23.22,Arizona Diamondbacks
92,744,819,387,144,10,110,808,261,9,737,43,.239,3080,.305,.400,.705,20,64,.762,65,13453,3412,1231,365,586,3,25,.287,0.91,0,28.00,Baltimore Orioles
95,778,832,481,192,16,120,862,311,17,843,43,.256,3287,.327,.434,.761,21,81,.794,52,14215,3670,1427,461,665,7,22,.311,0.94,0,27.39,Boston Red Sox
93,734,973,503,162,19,139,721,323,10,826,24,.257,3218,.326,.448,.774,18,106,.855,38,14012,3602,1443,492,645,7,29,.288,0.75,1,23.15,Chicago Cubs
94,774,813,431,150,11,100,821,308,7,770,29,.245,3147,.316,.395,.711,23,68,.747,60,13745,3515,1242,408,607,7,24,.298,0.95,0,31.47,Cincinnati Reds
91,693,909,333,128,8,92,744,281,16,665,29,.224,2967,.295,.366,.661,22,71,.763,53,12991,3321,1085,318,572,15,29,.265,0.76,0,32.25,Cleveland Guardians
93,721,803,328,150,26,88,899,242,5,717,32,.230,3113,.291,.380,.671,24,52,.684,72,12999,3414,1183,320,581,9,18,.293,0.90,0,35.38,Colorado Rockies
94,685,908,468,150,19,121,815,306,7,801,44,.252,3174,.324,.426,.750,8,35,.814,50,13900,3562,1352,449,631,5,30,.300,0.75,3,26.23,Detroit Tigers
93,767,868,409,140,10,105,722,271,8,815,42,.260,3136,.325,.411,.736,20,47,.701,74,13080,3485,1290,390,643,9,27,.304,0.88,0,29.87,Houston Astros
94,757,1016,321,162,16,72,649,222,13,770,36,.245,3148,.300,.375,.675,30,70,.700,48,13006,3452,1180,317,637,20,24,.285,0.75,2,43.72,Kansas City Royals
94,725,913,504,154,15,142,778,346,18,825,33,.257,3207,.333,.447,.780,14,52,.788,64,14158,3622,1435,486,644,3,31,.295,0.79,2,22.58,Los Angeles Dodgers
93,933,765,408,151,13,90,700,272,10,771,39,.246,3132,.312,.389,.701,30,78,.722,59,13203,3481,1218,391,594,16,21,.288,1.22,1,34.80,Washington Nationals
94,820,848,413,147,13,121,737,322,19,765,57,.244,3134,.323,.415,.738,10,73,.880,76,14036,3551,1301,403,666,6,30,.279,0.97,2,25.90,New York Mets
