gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
127,1104,1094,572,226,16,175,1082,401,11,1104,32,.254,4342,.320,.435,.755,22,65,.747,.253,102,18115,4822,1887,555,865,12,30,.298,1.01,5,24.81,Athletics
128,1105,1074,447,179,17,88,1098,404,15,976,39,.232,4214,.303,.345,.648,27,98,.784,.216,96,18390,4700,1453,431,883,11,28,.291,1.03,4,47.89,Pittsburgh Pirates
126,1149,1199,523,203,16,106,878,409,15,1058,45,.251,4213,.322,.382,.704,25,85,.773,.227,80,18188,4740,1611,490,900,36,35,.292,0.96,2,39.74,San Diego Padres
127,1028,1158,580,176,7,178,1138,429,19,1053,68,.243,4329,.319,.410,.729,29,130,.818,.182,78,19253,4875,1777,556,901,21,27,.288,0.89,1,24.32,Seattle Mariners
126,958,1220,510,189,23,120,1084,424,9,970,52,.232,4175,.309,.375,.684,18,56,.757,.243,80,18576,4709,1565,488,852,22,35,.283,0.79,1,34.79,San Francisco Giants
127,995,1271,556,214,5,120,991,387,14,1069,60,.250,4275,.319,.387,.706,17,76,.817,.183,92,18473,4776,1653,529,866,18,33,.297,0.78,3,35.62,St. Louis Cardinals
126,1076,1086,559,187,13,137,1074,365,9,1063,41,.250,4252,.313,.397,.710,40,160,.800,.200,80,18245,4707,1687,528,812,12,35,.301,0.99,2,31.04,Tampa Bay Rays
127,984,1272,517,190,12,134,1043,381,18,986,51,.232,4245,.301,.377,.678,27,108,.800,.200,70,18312,4719,1602,495,836,8,32,.275,0.77,2,31.68,Texas Rangers
128,1147,1232,625,228,9,151,859,417,21,1166,53,.268,4343,.338,.429,.767,18,61,.772,.228,99,18353,4881,1865,601,916,30,31,.302,0.93,7,28.76,Toronto Blue Jays
125,1019,1160,520,193,16,146,1038,370,7,992,72,.237,4178,.309,.396,.705,24,61,.718,.282,84,18081,4652,1655,496,831,5,26,.280,0.88,1,28.62,Minnesota Twins
126,1079,1142,593,207,16,154,1012,412,14,1094,47,.255,4284,.325,.419,.744,23,103,.817,.183,75,18524,4789,1795,568,879,14,29,.299,0.94,3,27.82,Philadelphia Phillies
126,1050,1139,556,190,14,143,1091,457,13,1053,39,.245,4293,.322,.396,.718,17,64,.790,.210,76,19093,4830,1700,537,926,13,27,.295,0.92,1,30.02,Atlanta Braves
126,970,1234,490,193,9,125,1053,402,8,965,33,.231,4172,.302,.372,.674,19,74,.796,.204,81,18111,4662,1551,473,842,19,31,.278,0.79,5,33.38,Chicago White Sox
126,1130,1154,543,211,23,123,988,378,11,1078,34,.251,4300,.314,.396,.710,33,100,.752,.248,74,17889,4762,1704,520,866,19,31,.297,0.98,0,34.96,Miami Marlins
125,954,1177,649,204,18,204,1091,486,38,1066,43,.251,4242,.332,.452,.784,27,97,.782,.218,81,19025,4823,1918,624,885,6,40,.289,0.81,6,20.79,New York Yankees
126,1119,1124,650,199,14,135,993,436,13,1106,56,.258,4281,.332,.406,.738,44,136,.756,.244,68,18885,4838,1738,603,880,22,39,.304,1.00,4,31.71,Milwaukee Brewers
126,952,1087,556,176,14,178,1235,389,19,983,70,.233,4217,.306,.408,.714,25,61,.709,.291,74,18610,4720,1721,538,817,10,30,.284,0.88,4,23.69,Los Angeles Angels
127,1081,1208,625,220,31,177,1005,437,15,1077,65,.251,4297,.326,.440,.766,29,92,.760,.240,85,18727,4875,1890,610,873,25,49,.284,0.89,2,24.28,Arizona Diamondbacks
126,1032,1127,547,205,16,151,1089,350,10,1015,62,.240,4224,.305,.404,.709,30,85,.739,.261,85,18240,4675,1705,516,786,3,36,.286,0.92,0,27.97,Baltimore Orioles
127,1064,1110,632,257,20,152,1124,413,20,1098,61,.252,4355,.323,.425,.748,30,108,.783,.217,71,18935,4871,1851,605,872,10,32,.304,0.96,0,28.65,Boston Red Sox
