gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
129,1122,1115,584,231,16,178,1101,409,12,1122,34,.254,4417,.320,.434,.754,22,66,.750,.250,102,18440,4908,1919,567,883,12,31,.298,1.01,5,24.82,Athletics
128,1110,1079,449,181,17,88,1110,408,15,984,40,.232,4244,.303,.345,.648,27,98,.784,.216,98,18544,4735,1463,433,892,11,28,.291,1.03,4,48.23,Pittsburgh Pirates
128,1163,1218,539,208,16,110,893,414,15,1079,46,.252,4280,.322,.385,.707,25,86,.775,.225,80,18489,4815,1649,504,911,37,36,.292,0.95,2,38.91,San Diego Padres
128,1033,1163,582,177,7,180,1155,430,19,1058,68,.243,4361,.318,.410,.728,30,130,.813,.188,78,19388,4908,1789,558,905,21,27,.288,0.89,1,24.23,Seattle Mariners
128,975,1238,515,192,24,123,1101,431,9,981,52,.231,4238,.308,.375,.683,18,56,.757,.243,83,18866,4779,1590,492,863,22,35,.281,0.79,1,34.46,San Francisco Giants
129,1012,1287,565,217,5,122,1012,392,14,1084,61,.250,4344,.318,.386,.704,18,77,.811,.189,94,18760,4851,1677,537,878,18,33,.297,0.79,3,35.61,St. Louis Cardinals
128,1094,1098,567,190,13,139,1100,373,9,1079,41,.250,4324,.313,.396,.709,40,164,.804,.196,80,18569,4787,1712,536,828,12,35,.301,1.00,2,31.11,Tampa Bay Rays
129,1005,1285,527,193,12,135,1061,387,18,1008,53,.233,4319,.302,.377,.679,28,109,.796,.204,71,18631,4801,1630,505,854,8,32,.277,0.78,2,31.99,Texas Rangers
128,1152,1244,625,229,9,151,865,418,21,1168,55,.267,4368,.337,.428,.765,18,61,.772,.228,100,18448,4909,1868,601,920,30,31,.301,0.93,7,28.93,Toronto Blue Jays
127,1033,1185,525,199,16,146,1052,379,7,1008,73,.237,4247,.309,.395,.704,25,63,.716,.284,85,18410,4731,1677,501,849,5,26,.280,0.87,1,29.09,Minnesota Twins
127,1086,1151,604,211,17,156,1017,417,14,1115,48,.258,4325,.328,.423,.751,23,107,.823,.177,77,18718,4837,1828,579,892,14,30,.301,0.94,3,27.72,Philadelphia Phillies
127,1060,1147,557,191,14,143,1098,457,13,1057,39,.245,4322,.321,.394,.715,17,64,.790,.210,76,19199,4859,1705,537,930,13,27,.294,0.92,1,30.22,Atlanta Braves
127,978,1241,490,193,9,125,1062,403,8,969,33,.231,4200,.301,.370,.671,20,74,.787,.213,83,18222,4691,1555,473,844,19,31,.277,0.79,5,33.60,Chicago White Sox
127,1141,1158,549,211,23,124,995,385,11,1087,36,.251,4331,.315,.396,.711,34,103,.752,.248,75,18049,4802,1716,525,876,19,31,.297,0.99,0,34.93,Miami Marlins
127,973,1194,658,204,19,210,1110,493,38,1083,43,.251,4314,.331,.453,.784,28,102,.785,.215,82,19358,4902,1955,633,899,6,40,.288,0.81,6,20.54,New York Yankees
128,1135,1144,657,201,14,136,1008,446,13,1119,56,.258,4344,.332,.404,.736,45,138,.754,.246,70,19174,4912,1756,610,893,23,39,.303,0.99,4,31.94,Milwaukee Brewers
127,958,1095,558,177,14,179,1245,391,19,988,72,.233,4246,.306,.407,.713,25,61,.709,.291,74,18739,4753,1730,540,824,10,30,.284,0.87,4,23.72,Los Angeles Angels
128,1089,1219,628,221,31,178,1012,438,15,1086,65,.251,4331,.325,.439,.764,29,92,.760,.240,86,18843,4911,1903,613,879,26,49,.285,0.89,2,24.33,Arizona Diamondbacks
127,1044,1135,549,205,16,152,1096,353,10,1024,62,.240,4260,.305,.403,.708,30,85,.739,.261,85,18381,4714,1717,518,796,3,36,.286,0.92,0,28.03,Baltimore Orioles
128,1075,1122,638,260,20,153,1129,422,21,1108,61,.252,4392,.324,.425,.749,30,110,.786,.214,71,19113,4918,1867,610,886,10,33,.304,0.96,0,28.71,Boston Red Sox
128,1020,1309,629,209,23,173,993,432,12,1085,36,.249,4358,.319,.427,.746,27,133,.831,.169,53,18846,4877,1859,613,882,9,40,.282,0.78,2,25.19,Chicago Cubs
128,1039,1141,581,205,17,127,1103,416,14,1067,47,.248,4304,.318,.392,.710,28,87,.757,.243,83,18657,4813,1687,548,858,9,37,.302,0.91,0,33.89,Cincinnati Reds
