gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
134,1168,1148,607,239,16,184,1158,426,13,1160,35,.253,4589,.319,.432,.751,22,67,.753,.247,105,19132,5100,1983,590,918,14,31,.298,1.02,5,24.94,Athletics
133,1145,1122,481,197,18,97,1151,425,17,1035,42,.235,4412,.306,.353,.659,29,101,.777,.223,102,19293,4924,1559,464,923,11,30,.294,1.02,4,45.48,Pittsburgh Pirates
133,1209,1258,561,217,16,116,929,429,16,1116,47,.252,4433,.322,.386,.708,26,88,.772,.228,87,19165,4990,1713,526,935,41,38,.292,0.96,2,38.22,San Diego Padres
133,1063,1223,612,181,7,190,1193,447,19,1093,70,.242,4524,.318,.411,.729,30,132,.815,.185,79,20105,5090,1858,587,929,21,27,.285,0.87,1,23.81,Seattle Mariners
132,997,1279,535,198,24,130,1142,447,9,1012,53,.231,4373,.308,.377,.685,18,61,.772,.228,85,19478,4931,1648,509,890,22,35,.281,0.78,1,33.64,San Francisco Giants
133,1047,1321,583,220,5,126,1050,400,14,1112,64,.248,4478,.317,.384,.701,19,77,.802,.198,95,19325,4997,1720,555,899,18,34,.296,0.79,3,35.54,St. Louis Cardinals
132,1130,1132,593,200,14,148,1128,384,9,1122,42,.251,4464,.314,.402,.716,43,172,.800,.200,82,19114,4940,1794,561,853,12,36,.302,1.00,2,30.16,Tampa Bay Rays
134,1045,1328,553,201,12,145,1097,403,18,1047,54,.234,4476,.303,.381,.684,29,115,.799,.201,74,19392,4976,1707,531,880,8,33,.276,0.79,2,30.87,Texas Rangers
133,1204,1296,655,240,9,158,891,435,22,1216,57,.268,4543,.337,.429,.766,19,66,.776,.224,110,19248,5106,1948,631,949,30,34,.300,0.93,7,28.75,Toronto Blue Jays
132,1071,1235,548,202,16,155,1095,401,8,1046,77,.237,4414,.310,.395,.705,25,67,.728,.272,87,19204,4926,1745,523,886,6,27,.279,0.87,1,28.48,Minnesota Twins
132,1119,1200,625,220,18,161,1062,434,14,1155,50,.257,4492,.327,.422,.749,24,110,.821,.179,78,19503,5023,1894,600,928,14,30,.301,0.93,3,27.90,Philadelphia Phillies
132,1107,1186,582,200,14,147,1143,473,13,1094,43,.244,4489,.320,.393,.713,18,68,.791,.209,76,19942,5047,1763,562,961,13,28,.293,0.93,1,30.54,Atlanta Braves
132,1010,1299,523,200,9,132,1091,416,8,1023,33,.234,4373,.303,.374,.677,20,77,.794,.206,88,18930,4877,1637,504,871,19,31,.280,0.78,5,33.13,Chicago White Sox
132,1188,1204,566,217,25,128,1035,396,12,1126,39,.250,4503,.314,.395,.709,36,108,.750,.250,77,18741,4988,1777,541,910,19,31,.296,0.99,0,35.18,Miami Marlins
132,1006,1240,681,211,19,219,1153,511,38,1118,45,.250,4468,.330,.453,.783,28,103,.786,.214,84,20047,5079,2024,656,927,7,42,.286,0.81,6,20.40,New York Yankees
133,1174,1196,682,213,14,142,1041,463,14,1164,60,.258,4511,.332,.406,.738,47,140,.749,.251,73,19956,5102,1831,634,928,23,41,.303,0.98,4,31.77,Milwaukee Brewers
132,1001,1136,571,180,14,187,1294,399,19,1016,74,.231,4407,.303,.405,.708,25,65,.722,.278,77,19395,4924,1785,552,847,10,30,.280,0.88,4,23.57,Los Angeles Angels
133,1114,1263,658,231,33,184,1077,450,16,1130,66,.251,4505,.324,.439,.763,30,96,.762,.238,89,19627,5103,1979,643,908,27,52,.287,0.88,3,24.48,Arizona Diamondbacks
