gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
144,1253,1245,668,265,16,199,1236,459,14,1260,37,.255,4946,.321,.436,.757,25,71,.740,.260,112,20549,5495,2154,648,985,15,33,.299,1.01,5,24.85,Athletics
144,1235,1205,522,218,18,102,1257,470,19,1111,47,.233,4764,.306,.351,.657,32,105,.766,.234,112,20831,5329,1671,502,999,13,31,.294,1.02,4,46.71,Pittsburgh Pirates
143,1291,1354,610,234,16,127,1015,461,16,1211,53,.253,4788,.323,.388,.711,27,93,.775,.225,96,20790,5387,1858,573,1013,44,39,.294,0.95,2,37.70,San Diego Padres
143,1137,1319,667,193,8,210,1273,480,20,1182,78,.243,4859,.319,.416,.735,34,140,.805,.195,89,21537,5470,2021,641,987,22,30,.285,0.86,1,23.14,Seattle Mariners
143,1101,1374,618,212,26,152,1218,482,10,1138,61,.239,4765,.314,.390,.704,20,64,.762,.238,95,21127,5375,1858,589,965,22,44,.287,0.80,1,31.35,San Francisco Giants
144,1119,1425,622,231,7,136,1148,429,15,1186,73,.246,4823,.315,.381,.696,22,77,.778,.222,100,20815,5384,1839,592,963,19,36,.294,0.79,4,35.46,St. Louis Cardinals
143,1239,1208,644,217,15,160,1217,408,9,1217,44,.252,4826,.314,.403,.717,46,178,.795,.205,95,20648,5335,1944,612,910,14,41,.303,1.03,2,30.16,Tampa Bay Rays
144,1140,1425,614,220,14,159,1175,438,18,1146,56,.237,4840,.305,.387,.692,29,122,.808,.192,82,20987,5382,1871,591,956,8,38,.278,0.80,2,30.44,Texas Rangers
143,1277,1400,715,263,9,174,966,468,24,1315,62,.269,4887,.338,.433,.771,21,72,.774,.226,118,20745,5495,2118,690,1014,31,40,.301,0.91,7,28.09,Toronto Blue Jays
143,1158,1343,600,218,19,167,1184,439,8,1145,81,.239,4794,.312,.397,.709,28,88,.759,.241,90,20874,5351,1902,570,968,6,30,.282,0.86,1,28.71,Minnesota Twins
