gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
90,807,757,380,144,11,112,762,288,5,764,22,.249,3065,.317,.413,.730,12,49,.803,82,12751,3403,1266,368,614,7,18,.295,1.07,3,27.37,Athletics
89,759,752,310,118,14,61,773,287,12,687,30,.234,2942,.306,.345,.651,22,77,.778,76,12874,3292,1016,300,618,8,21,.294,1.01,4,48.23,Pittsburgh Pirates
87,783,833,355,128,12,74,615,281,11,710,23,.245,2897,.314,.374,.688,16,59,.787,56,12405,3246,1084,331,596,19,25,.285,0.94,1,39.15,San Diego Padres
88,724,821,400,121,4,118,770,299,14,752,47,.248,3030,.323,.408,.731,23,80,.777,57,13372,3413,1235,387,648,15,22,.293,0.88,0,25.68,Seattle Mariners
89,675,862,368,136,15,82,752,314,6,673,34,.231,2917,.310,.372,.682,17,45,.726,61,13079,3311,1085,348,589,18,27,.280,0.78,1,35.57,San Francisco Giants
89,699,905,406,152,4,88,689,281,12,757,46,.251,3016,.322,.392,.714,15,47,.758,61,13059,3378,1181,386,617,9,25,.295,0.77,1,34.27,St. Louis Cardinals
88,733,771,419,134,9,100,730,266,7,768,28,.258,2971,.323,.411,.734,28,115,.804,61,12765,3298,1220,398,563,8,23,.309,0.95,2,29.71,Tampa Bay Rays
88,672,896,332,123,8,88,718,258,11,666,35,.228,2922,.296,.366,.662,20,81,.802,45,12477,3246,1069,318,585,5,25,.270,0.75,1,33.20,Texas Rangers
88,803,858,405,147,4,92,592,295,16,766,34,.258,2973,.329,.403,.732,15,46,.754,65,12654,3355,1197,387,631,20,26,.291,0.94,7,32.32,Toronto Blue Jays
88,713,815,363,136,8,99,732,254,5,701,53,.238,2941,.309,.391,.700,16,45,.738,57,12753,3269,1150,350,589,2,18,.283,0.87,1,29.71,Minnesota Twins
88,750,811,405,138,13,93,692,303,10,769,33,.257,2993,.330,.405,.735,16,76,.826,54,13029,3358,1212,386,635,9,20,.303,0.92,0,32.18,Philadelphia Phillies
87,739,764,350,118,9,89,750,302,10,714,26,.243,2940,.317,.380,.697,13,43,.768,54,13023,3295,1117,337,641,7,20,.295,0.97,0,33.03,Atlanta Braves
88,678,832,297,131,8,68,764,284,4,632,21,.220,2870,.293,.343,.636,18,58,.763,51,12577,3216,983,282,596,14,22,.274,0.81,5,42.21,Chicago White Sox
86,773,770,365,143,15,77,697,261,7,749,19,.254,2951,.316,.391,.707,27,69,.719,49,12283,3269,1153,351,608,16,22,.306,1.00,0,38.32,Miami Marlins
88,676,803,450,153,14,135,786,355,28,761,36,.254,2993,.338,.450,.788,20,62,.756,60,13550,3422,1347,430,661,4,29,.298,0.84,5,22.17,New York Yankees
88,771,787,415,127,8,85,707,308,10,726,35,.246,2946,.322,.382,.704,30,101,.771,46,13014,3337,1124,386,606,18,27,.294,0.98,3,34.66,Milwaukee Brewers
87,662,756,374,117,10,128,853,245,12,664,48,.228,2910,.297,.407,.704,18,38,.679,52,12672,3231,1185,360,539,7,18,.275,0.88,3,22.73,Los Angeles Angels
88,765,828,454,152,18,131,691,310,9,758,40,.254,2990,.328,.448,.776,19,62,.765,60,13056,3393,1339,444,599,15,37,.284,0.92,1,22.82,Arizona Diamondbacks
87,693,784,360,134,10,103,764,243,7,699,39,.240,2913,.305,.399,.704,18,59,.766,62,12705,3222,1162,339,556,3,24,.288,0.88,0,28.28,Baltimore Orioles
89,721,783,432,175,13,108,820,297,16,776,41,.253,3073,.325,.423,.748,19,76,.800,48,13387,3439,1301,413,633,7,21,.308,0.92,0,28.45,Boston Red Sox
