gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
108,941,924,470,183,14,145,934,338,9,924,26,.250,3694,.316,.425,.741,16,59,.787,87,15346,4092,1570,455,734,8,21,.296,1.02,5,25.48,Athletics
106,906,905,358,146,16,69,918,327,14,805,33,.230,3502,.300,.340,.640,26,85,.766,80,15180,3898,1190,346,728,9,23,.290,1.00,4,50.75,Pittsburgh Pirates
106,952,1017,426,164,12,89,745,332,14,879,30,.249,3533,.316,.378,.694,18,71,.798,69,15048,3956,1334,398,737,31,29,.290,0.94,1,39.70,San Diego Padres
106,871,976,484,146,5,148,938,357,17,892,60,.245,3635,.321,.410,.731,25,99,.798,68,16109,4094,1492,465,765,18,24,.289,0.89,0,24.56,Seattle Mariners
106,811,1021,436,162,18,100,899,368,9,813,44,.233,3493,.311,.375,.686,17,46,.730,72,15636,3957,1311,416,712,19,32,.282,0.79,1,34.93,San Francisco Giants
107,841,1091,476,189,4,104,814,332,12,907,51,.251,3613,.321,.392,.713,16,58,.784,76,15586,4037,1416,455,735,13,27,.295,0.77,1,34.74,St. Louis Cardinals
106,893,922,488,160,9,115,881,323,9,909,33,.255,3567,.320,.401,.721,35,138,.798,74,15304,3963,1432,458,680,10,28,.306,0.97,2,31.02,Tampa Bay Rays
106,806,1058,437,154,10,112,881,316,13,814,43,.231,3522,.300,.376,.676,23,99,.811,56,15145,3919,1324,420,685,7,30,.274,0.76,1,31.45,Texas Rangers
106,966,1034,501,192,6,112,706,357,21,948,41,.263,3602,.334,.413,.747,16,53,.768,79,15292,4059,1488,477,775,23,29,.297,0.93,7,32.16,Toronto Blue Jays
105,844,979,440,168,12,121,864,310,5,846,60,.241,3507,.312,.399,.711,20,53,.726,72,15223,3904,1401,421,704,2,24,.285,0.86,1,28.98,Minnesota Twins
105,909,952,493,168,14,123,838,362,13,912,38,.255,3576,.328,.413,.741,19,91,.827,63,15604,4013,1477,470,752,12,23,.299,0.95,2,29.07,Philadelphia Phillies
104,868,930,427,153,12,112,907,364,10,851,32,.241,3524,.316,.387,.703,13,49,.790,66,15680,3953,1364,414,761,10,22,.292,0.93,1,31.46,Atlanta Braves
106,804,1032,398,170,9,92,900,342,7,788,28,.227,3479,.299,.360,.659,18,65,.783,67,15221,3899,1252,382,703,17,28,.277,0.78,5,37.82,Chicago White Sox
104,933,942,445,178,17,97,823,312,11,899,26,.253,3551,.316,.395,.711,30,80,.727,66,14737,3935,1402,427,720,18,28,.302,0.99,0,36.61,Miami Marlins
105,806,981,543,180,15,168,918,398,34,905,43,.254,3570,.333,.454,.787,24,67,.736,66,15978,4056,1619,521,754,4,36,.292,0.82,5,21.25,New York Yankees
105,925,929,497,157,10,98,839,352,12,883,46,.250,3528,.324,.384,.708,39,120,.755,55,15474,3977,1354,463,721,18,30,.300,1.00,3,36.00,Milwaukee Brewers
106,822,918,458,146,11,151,1024,315,15,832,58,.234,3563,.304,.408,.712,22,48,.686,64,15567,3972,1453,443,691,8,25,.282,0.90,3,23.60,Los Angeles Angels
106,907,1008,523,188,25,147,839,371,12,896,50,.250,3587,.325,.439,.764,21,71,.772,72,15613,4073,1575,511,732,22,41,.283,0.90,2,24.40,Arizona Diamondbacks
105,854,942,444,169,11,126,901,289,9,844,50,.240,3511,.305,.402,.707,24,75,.758,76,15234,3880,1413,418,655,3,27,.286,0.91,0,27.86,Baltimore Orioles
107,884,927,520,215,19,130,968,343,17,923,49,.251,3672,.322,.426,.748,24,88,.786,59,15884,4095,1566,499,735,7,24,.305,0.95,0,28.25,Boston Red Sox
105,827,1096,553,179,20,155,812,359,10,925,28,.255,3622,.325,.444,.769,22,121,.846,46,15715,4049,1609,540,727,7,31,.287,0.75,2,23.37,Chicago Cubs
106,867,934,485,167,13,109,905,354,11,876,42,.247,3548,.320,.393,.713,25,79,.760,73,15509,3978,1396,454,707,8,26,.300,0.93,0,32.55,Cincinnati Reds
105,792,1063,403,157,10,110,861,337,19,771,36,.225,3428,.298,.373,.671,26,82,.759,58,15163,3860,1278,388,670,20,39,.265,0.75,0,31.16,Cleveland Guardians
105,811,894,376,165,28,103,1019,272,5,818,32,.233,3512,.293,.384,.677,27,55,.671,80,14622,3846,1348,366,653,12,18,.297,0.91,0,34.10,Colorado Rockies
107,765,1035,508,163,20,131,946,339,7,887,48,.247,3595,.317,.413,.730,10,45,.818,57,15741,4023,1483,488,704,5,33,.296,0.74,3,27.44,Detroit Tigers
106,874,994,456,161,10,116,837,309,9,919,49,.257,3580,.322,.404,.726,22,55,.714,86,14988,3982,1448,434,736,12,32,.302,0.88,0,30.86,Houston Astros
106,881,1124,376,183,18,90,728,253,14,863,40,.243,3548,.299,.381,.680,33,77,.700,57,14636,3891,1352,370,700,22,26,.280,0.78,2,39.42,Kansas City Royals
