gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
141,1232,1209,638,261,16,191,1211,443,14,1224,35,.253,4829,.319,.433,.752,25,68,.731,.269,110,20066,5359,2090,620,960,15,32,.299,1.02,5,25.28,Athletics
141,1211,1181,517,211,18,102,1227,463,19,1095,46,.234,4670,.308,.353,.661,32,104,.765,.235,109,20431,5227,1648,497,983,13,31,.294,1.03,4,45.78,Pittsburgh Pirates
140,1273,1322,592,227,16,122,987,451,16,1177,51,.252,4676,.322,.385,.707,27,91,.771,.229,93,20286,5263,1802,556,988,44,39,.293,0.96,2,38.33,San Diego Padres
140,1119,1287,638,188,7,200,1245,468,20,1145,73,.241,4745,.317,.410,.727,33,136,.805,.195,87,21030,5338,1947,613,965,22,29,.284,0.87,1,23.72,Seattle Mariners
140,1071,1353,605,206,25,150,1193,473,9,1108,59,.238,4661,.313,.389,.702,19,63,.768,.232,91,20694,5258,1814,576,942,22,42,.285,0.79,1,31.07,San Francisco Giants
141,1097,1401,613,229,7,135,1121,421,15,1166,70,.247,4730,.315,.384,.699,21,77,.786,.214,98,20417,5280,1814,584,943,19,36,.294,0.78,4,35.04,St. Louis Cardinals
140,1208,1186,640,212,15,157,1196,401,9,1195,44,.253,4731,.314,.403,.717,44,176,.800,.200,89,20239,5232,1908,608,892,13,41,.304,1.02,2,30.13,Tampa Bay Rays
141,1115,1394,606,216,14,157,1147,426,18,1128,56,.238,4739,.306,.389,.695,29,119,.804,.196,79,20538,5268,1843,584,931,8,37,.280,0.80,2,30.18,Texas Rangers
140,1249,1367,704,254,9,173,949,457,24,1291,61,.270,4787,.339,.435,.774,20,70,.778,.222,117,20294,5381,2082,678,992,31,38,.302,0.91,7,27.67,Toronto Blue Jays
140,1135,1313,592,213,18,165,1159,431,8,1124,79,.239,4695,.312,.398,.710,28,84,.750,.250,89,20467,5242,1868,563,948,6,30,.282,0.86,1,28.46,Minnesota Twins
140,1183,1270,665,231,22,172,1133,459,15,1226,53,.257,4765,.327,.423,.750,24,114,.826,.174,84,20663,5327,2017,640,981,14,33,.302,0.93,3,27.70,Philadelphia Phillies
140,1172,1262,618,210,15,158,1213,501,14,1162,46,.244,4766,.320,.394,.714,21,70,.769,.231,82,21185,5357,1876,597,1015,15,28,.293,0.93,1,30.16,Atlanta Braves
