gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
93,830,784,394,152,11,118,787,301,5,786,23,.249,3162,.317,.416,.733,12,49,.803,85,13187,3514,1314,381,633,7,18,.294,1.06,3,26.80,Athletics
93,792,788,316,121,14,64,812,294,12,704,30,.230,3067,.301,.341,.642,23,77,.770,77,13402,3424,1045,306,636,8,21,.289,1.01,4,47.92,Pittsburgh Pirates
91,816,869,367,129,12,77,644,296,12,741,24,.245,3023,.315,.372,.687,16,61,.792,59,12974,3391,1125,342,627,20,27,.285,0.94,1,39.26,San Diego Padres
91,750,840,405,127,4,120,798,308,15,771,49,.247,3122,.322,.406,.728,23,81,.779,58,13795,3516,1266,392,671,15,22,.292,0.89,0,26.02,Seattle Mariners
93,709,895,388,143,15,86,788,326,8,709,40,.232,3056,.312,.373,.685,17,45,.726,62,13701,3468,1140,368,623,18,27,.282,0.79,1,35.54,San Francisco Giants
92,720,933,418,156,4,93,712,288,12,784,46,.252,3115,.322,.394,.716,15,47,.758,66,13482,3484,1227,398,633,9,25,.296,0.77,1,33.50,St. Louis Cardinals
92,762,815,434,142,9,102,763,273,8,803,28,.259,3106,.321,.409,.730,30,117,.796,63,13299,3446,1269,412,586,10,27,.309,0.93,2,30.45,Tampa Bay Rays
92,707,939,358,130,8,94,745,274,11,703,37,.230,3063,.298,.369,.667,20,83,.806,50,13082,3406,1131,344,611,5,26,.271,0.75,1,32.58,Texas Rangers
92,841,902,426,154,4,98,611,311,20,807,34,.259,3114,.331,.406,.737,15,47,.758,67,13234,3513,1263,408,667,21,26,.292,0.93,7,31.78,Toronto Blue Jays
91,737,848,382,141,8,105,753,263,5,731,53,.240,3048,.309,.395,.704,17,47,.734,58,13197,3386,1203,368,610,2,19,.283,0.87,1,29.03,Minnesota Twins
92,787,839,417,143,13,98,728,318,10,796,34,.255,3120,.329,.404,.733,18,80,.816,55,13632,3502,1259,397,665,10,20,.302,0.94,0,31.84,Philadelphia Phillies
90,766,793,358,125,9,93,775,309,10,737,27,.242,3044,.316,.381,.697,13,43,.768,57,13458,3408,1159,345,663,7,20,.293,0.97,1,32.73,Atlanta Braves
92,700,886,316,139,9,71,782,300,4,666,23,.222,2997,.296,.346,.642,18,59,.766,55,13114,3362,1036,301,624,14,23,.275,0.79,5,42.21,Chicago White Sox
90,810,809,387,152,15,80,723,270,7,782,21,.254,3082,.316,.391,.707,27,71,.724,53,12823,3415,1204,372,627,16,26,.305,1.00,0,38.52,Miami Marlins
91,703,829,472,160,14,143,810,360,28,795,36,.256,3103,.337,.455,.792,21,63,.750,60,14004,3538,1412,452,677,4,30,.299,0.85,5,21.70,New York Yankees
92,808,820,432,131,9,89,735,316,10,760,38,.247,3077,.322,.382,.704,31,104,.770,48,13547,3480,1176,402,630,18,28,.294,0.99,3,34.57,Milwaukee Brewers
91,698,788,386,121,10,130,893,259,14,696,50,.228,3047,.298,.403,.701,19,40,.678,55,13253,3387,1227,372,573,8,20,.277,0.89,3,23.44,Los Angeles Angels
92,791,869,467,159,20,133,728,328,10,781,45,.251,3115,.327,.443,.770,20,65,.765,60,13659,3543,1379,457,631,17,37,.283,0.91,1,23.42,Arizona Diamondbacks
90,725,801,377,140,10,108,796,254,9,722,43,.239,3017,.305,.400,.705,20,62,.756,65,13181,3341,1206,356,573,3,24,.287,0.91,0,27.94,Baltimore Orioles
93,763,813,467,187,16,116,851,303,17,824,42,.256,3223,.326,.432,.758,21,78,.788,49,13949,3597,1391,447,654,7,22,.311,0.94,0,27.78,Boston Red Sox
91,720,945,493,158,19,137,709,320,10,808,24,.257,3147,.327,.450,.777,18,106,.855,38,13757,3527,1415,482,634,7,28,.288,0.76,1,22.97,Chicago Cubs
92,756,799,418,148,11,97,806,302,7,750,29,.244,3080,.315,.393,.708,23,66,.742,60,13455,3442,1211,396,595,7,24,.297,0.95,0,31.75,Cincinnati Reds
90,686,897,329,128,8,90,737,280,16,659,29,.224,2936,.296,.365,.661,22,69,.758,52,12856,3288,1073,314,570,14,29,.266,0.76,0,32.62,Cleveland Guardians
92,712,795,326,149,26,87,892,242,5,709,32,.230,3081,.291,.380,.671,23,52,.693,71,12876,3382,1171,318,578,9,18,.293,0.90,0,35.41,Colorado Rockies
93,678,896,465,147,19,121,808,302,7,793,44,.253,3140,.324,.427,.751,8,35,.814,50,13764,3524,1341,446,623,5,30,.300,0.76,3,25.95,Detroit Tigers
92,758,862,407,138,10,105,711,269,8,809,42,.261,3104,.325,.413,.738,20,47,.701,73,12963,3451,1282,388,638,9,27,.304,0.88,0,29.56,Houston Astros
93,753,1004,317,157,16,69,642,219,13,759,36,.244,3114,.299,.371,.670,29,69,.704,48,12870,3415,1155,313,628,20,24,.284,0.75,2,45.13,Kansas City Royals
