gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
147,1271,1272,673,271,16,201,1268,463,14,1285,39,.255,5048,.320,.434,.754,25,72,.742,.258,113,20960,5603,2191,653,1009,15,33,.300,1.00,5,25.11,Athletics
146,1255,1227,525,219,18,104,1277,478,19,1118,47,.231,4833,.305,.349,.654,32,108,.771,.229,113,21144,5406,1685,505,1013,13,31,.291,1.02,4,46.47,Pittsburgh Pirates
146,1321,1384,617,238,18,128,1037,467,16,1226,54,.251,4882,.321,.386,.707,27,97,.782,.218,97,21191,5491,1884,580,1029,45,41,.292,0.95,2,38.14,San Diego Padres
146,1164,1354,680,198,8,213,1293,492,22,1205,78,.243,4960,.319,.415,.734,35,142,.802,.198,92,21964,5587,2058,651,1011,23,33,.284,0.86,1,23.29,Seattle Mariners
146,1130,1400,637,217,26,159,1236,490,10,1161,61,.239,4859,.314,.392,.706,21,64,.753,.247,97,21523,5479,1907,608,975,22,46,.285,0.81,1,30.56,San Francisco Giants
147,1149,1449,629,234,7,138,1185,433,15,1206,76,.244,4933,.313,.379,.692,22,80,.784,.216,101,21306,5502,1868,599,985,20,36,.293,0.79,4,35.75,St. Louis Cardinals
145,1253,1222,654,219,15,166,1240,416,9,1232,44,.252,4891,.314,.405,.719,46,179,.796,.204,98,20941,5409,1979,622,920,15,41,.302,1.03,2,29.46,Tampa Bay Rays
147,1164,1447,630,224,15,163,1201,450,18,1165,56,.236,4931,.305,.387,.692,29,123,.809,.191,82,21399,5485,1908,606,971,8,38,.278,0.80,2,30.25,Texas Rangers
145,1293,1422,721,265,9,175,982,473,24,1329,63,.268,4955,.337,.431,.768,22,72,.766,.234,119,21025,5569,2137,696,1028,31,40,.301,0.91,7,28.31,Toronto Blue Jays
146,1182,1370,617,223,19,173,1217,453,9,1169,83,.239,4900,.312,.398,.710,28,91,.765,.235,92,21327,5475,1949,585,994,7,31,.281,0.86,1,28.32,Minnesota Twins
146,1224,1326,703,241,23,183,1183,478,15,1292,60,.260,4976,.330,.428,.758,26,116,.817,.183,85,21604,5566,2128,678,1029,14,35,.304,0.92,3,27.19,Philadelphia Phillies
146,1218,1330,633,220,16,162,1254,508,14,1202,47,.242,4957,.317,.391,.708,23,73,.760,.240,85,21956,5560,1940,612,1047,15,32,.291,0.92,1,30.60,Atlanta Braves
146,1117,1437,592,227,10,150,1218,457,8,1146,42,.236,4865,.305,.379,.684,21,80,.792,.208,96,21069,5422,1843,572,971,20,33,.282,0.78,5,32.43,Chicago White Sox
146,1332,1323,636,244,26,139,1140,439,12,1249,45,.250,4989,.315,.393,.708,38,116,.753,.247,89,20785,5528,1962,605,1008,19,36,.296,1.01,0,35.89,Miami Marlins
145,1086,1364,752,228,19,246,1292,564,39,1217,46,.248,4904,.328,.453,.781,30,116,.795,.205,92,22095,5577,2221,725,1008,7,48,.284,0.80,8,19.94,New York Yankees
147,1302,1321,743,239,16,157,1147,504,14,1300,64,.260,5004,.333,.408,.741,49,153,.757,.243,88,22141,5642,2042,689,1032,24,42,.305,0.99,4,31.87,Milwaukee Brewers
146,1085,1270,627,199,17,201,1434,453,20,1111,84,.229,4856,.304,.401,.705,25,78,.757,.243,86,21519,5442,1947,605,940,11,33,.280,0.85,5,24.16,Los Angeles Angels
147,1232,1388,724,246,35,199,1190,490,16,1242,70,.250,4965,.323,.434,.757,34,109,.762,.238,100,21675,5615,2155,705,986,28,59,.287,0.89,3,24.95,Arizona Diamondbacks
145,1186,1271,625,233,17,173,1289,419,13,1170,70,.240,4874,.307,.401,.708,34,101,.748,.252,95,21174,5405,1956,592,930,4,38,.289,0.93,0,28.17,Baltimore Orioles
147,1227,1292,726,300,22,173,1293,470,22,1284,69,.254,5050,.324,.425,.749,36,125,.776,.224,85,21891,5636,2147,692,1012,11,36,.307,0.95,0,29.19,Boston Red Sox
146,1152,1494,713,239,25,196,1140,500,13,1230,42,.248,4956,.319,.425,.744,31,149,.828,.172,64,21478,5560,2107,696,1000,9,51,.282,0.77,2,25.29,Chicago Cubs
146,1189,1297,656,233,21,146,1275,477,15,1211,47,.246,4919,.316,.391,.707,29,96,.768,.232,93,21331,5496,1924,620,983,12,41,.301,0.92,0,33.69,Cincinnati Reds
145,1097,1453,567,211,15,148,1204,444,27,1072,57,.225,4754,.297,.370,.667,32,112,.778,.222,73,20883,5327,1757,547,917,24,47,.268,0.75,0,32.12,Cleveland Guardians
146,1135,1259,545,234,35,144,1368,366,5,1168,43,.239,4885,.296,.390,.686,36,77,.681,.319,112,20292,5340,1904,531,896,16,29,.301,0.90,1,33.92,Colorado Rockies
146,1066,1384,718,228,34,184,1287,459,10,1233,62,.251,4919,.320,.423,.743,15,58,.795,.205,81,21638,5497,2081,686,944,5,46,.300,0.77,6,26.73,Detroit Tigers
146,1237,1357,615,226,12,162,1160,433,15,1252,61,.253,4955,.318,.401,.719,25,75,.750,.250,116,20660,5501,1988,587,1024,15,36,.297,0.91,1,30.59,Houston Astros
146,1211,1543,557,255,20,138,985,385,18,1185,61,.244,4859,.305,.390,.695,41,101,.711,.289,92,20468,5373,1894,547,955,28,37,.277,0.78,3,35.21,Kansas City Royals
146,1127,1393,738,230,19,215,1222,531,28,1243,50,.252,4929,.328,.437,.765,23,82,.781,.219,101,21936,5569,2156,708,990,10,46,.291,0.81,3,22.93,Los Angeles Dodgers
145,1331,1217,626,240,26,140,1174,410,11,1190,53,.245,4856,.309,.392,.701,44,121,.733,.267,90,20590,5377,1902,603,900,18,38,.293,1.09,2,34.69,Washington Nationals
146,1273,1295,690,242,19,199,1179,517,25,1229,81,.250,4913,.329,.429,.758,17,131,.885,.115,113,21848,5576,2106,673,1042,13,50,.287,0.98,2,24.69,New York Mets
