gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
78,703,668,333,130,8,98,642,250,5,676,18,.253,2671,.320,.418,.738,10,43,.811,72,11075,2960,1116,322,541,4,14,.297,1.05,3,27.26,Athletics
77,662,659,247,93,13,53,670,254,11,573,28,.225,2542,.301,.335,.636,22,69,.758,67,11152,2849,851,237,541,7,15,.284,1.00,3,47.96,Pittsburgh Pirates
75,680,711,317,113,11,64,531,235,8,626,21,.250,2505,.317,.380,.697,15,55,.786,51,10706,2805,953,293,507,18,25,.290,0.96,1,39.14,San Diego Padres
74,598,679,326,102,4,95,660,268,7,613,37,.243,2524,.323,.399,.722,20,76,.792,43,11346,2855,1008,315,547,11,15,.290,0.88,0,26.57,Seattle Mariners
76,579,731,320,111,12,71,641,277,6,579,28,.232,2494,.313,.372,.685,16,42,.724,51,11223,2836,927,302,511,14,22,.282,0.79,1,35.13,San Francisco Giants
76,601,753,359,133,4,72,600,246,11,664,42,.257,2587,.329,.395,.724,14,42,.750,55,11281,2907,1021,339,541,9,22,.306,0.80,1,35.93,St. Louis Cardinals
77,630,660,364,122,6,80,644,241,3,656,27,.256,2563,.324,.402,.726,23,102,.816,50,11163,2860,1030,345,497,7,20,.310,0.95,2,32.04,Tampa Bay Rays
76,564,764,276,107,8,78,616,209,6,573,29,.230,2495,.295,.373,.668,18,63,.778,38,10589,2756,930,265,489,3,19,.272,0.74,1,31.99,Texas Rangers
75,675,734,321,130,3,77,512,241,13,644,29,.255,2525,.324,.400,.724,12,38,.760,59,10675,2840,1011,309,537,16,24,.289,0.92,5,32.79,Toronto Blue Jays
75,611,691,320,120,8,82,624,223,4,610,47,.242,2519,.314,.394,.708,14,36,.720,48,11030,2807,992,308,512,1,16,.289,0.88,1,30.72,Minnesota Twins
76,643,709,358,120,11,81,592,269,9,666,29,.257,2587,.332,.406,.738,15,65,.813,46,11322,2908,1051,342,547,7,16,.303,0.91,0,31.94,Philadelphia Phillies
74,635,656,309,103,7,79,626,256,8,613,22,.245,2506,.318,.386,.704,12,38,.760,47,11087,2808,967,296,540,7,17,.294,0.97,0,31.72,Atlanta Braves
76,578,726,267,117,6,60,665,248,4,555,15,.223,2493,.295,.347,.642,15,55,.786,42,10940,2791,864,256,516,11,20,.277,0.80,4,41.55,Chicago White Sox
74,669,664,301,119,10,65,594,219,5,635,18,.251,2528,.313,.383,.696,25,57,.695,44,10476,2799,969,289,521,14,20,.302,1.01,0,38.89,Miami Marlins
75,596,665,382,130,11,114,661,298,21,643,32,.254,2535,.336,.449,.785,20,54,.730,51,11450,2899,1137,368,549,3,27,.296,0.90,4,22.24,New York Yankees
76,661,665,344,108,8,69,630,261,9,612,31,.242,2532,.318,.372,.690,25,93,.788,37,11201,2863,943,320,519,16,20,.293,0.99,3,36.70,Milwaukee Brewers
75,574,657,305,96,8,107,731,189,9,559,39,.224,2497,.287,.397,.684,14,35,.714,43,10761,2752,992,294,447,7,17,.270,0.87,3,23.34,Los Angeles Angels
75,645,712,389,136,17,108,580,273,9,651,35,.256,2546,.333,.450,.783,17,56,.767,50,11191,2897,1145,381,517,13,29,.288,0.91,1,23.57,Arizona Diamondbacks
75,597,660,302,108,9,88,664,210,6,603,34,.241,2501,.306,.397,.703,16,54,.771,60,10974,2768,993,283,481,2,21,.291,0.90,0,28.42,Baltimore Orioles
77,631,673,365,144,11,94,714,261,15,662,36,.249,2660,.323,.417,.740,15,64,.810,42,11616,2978,1110,349,556,6,15,.304,0.94,0,28.30,Boston Red Sox
75,590,782,401,135,15,104,592,263,9,658,20,.254,2593,.325,.438,.763,15,90,.857,34,11359,2905,1135,393,522,6,23,.289,0.75,0,24.93,Chicago Cubs
76,621,659,351,126,7,84,661,263,7,629,23,.247,2546,.321,.401,.722,23,61,.726,45,11125,2856,1021,337,505,6,18,.300,0.94,0,30.31,Cincinnati Reds
74,567,717,279,103,7,75,606,227,10,552,27,.229,2408,.300,.371,.671,17,59,.776,46,10593,2696,894,264,465,9,25,.272,0.79,0,32.11,Cleveland Guardians
76,576,668,269,122,25,75,744,204,5,580,29,.228,2544,.291,.384,.675,18,35,.660,55,10662,2801,977,265,481,8,16,.290,0.86,0,33.92,Colorado Rockies
78,576,733,379,124,14,94,673,252,7,657,32,.252,2612,.322,.418,.740,6,27,.818,43,11332,2926,1091,365,521,4,23,.301,0.79,3,27.79,Detroit Tigers
76,631,705,324,111,7,81,586,221,7,658,35,.258,2551,.323,.402,.725,18,43,.705,66,10636,2836,1026,309,525,9,20,.303,0.90,0,31.49,Houston Astros
76,612,832,259,124,15,55,518,181,12,635,24,.248,2556,.302,.373,.675,26,60,.698,38,10553,2803,954,255,525,18,23,.289,0.74,1,46.47,Kansas City Royals
77,601,742,426,131,13,117,623,294,17,694,28,.264,2628,.341,.457,.798,13,44,.772,58,11709,2983,1202,408,534,3,29,.301,0.81,1,22.46,Los Angeles Dodgers
76,769,616,315,123,10,75,564,213,3,604,38,.239,2526,.306,.385,.691,26,63,.708,49,10658,2805,972,299,468,12,15,.278,1.25,1,33.68,Washington Nationals
76,670,678,335,123,13,95,595,275,14,620,48,.244,2536,.327,.416,.743,10,61,.859,65,11406,2888,1054,326,551,3,24,.281,0.99,2,26.70,New York Mets
