gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
107,815,1039,404,171,9,94,906,344,7,798,28,.227,3513,.299,.361,.660,18,66,.786,67,15337,3935,1269,388,709,17,28,.277,0.78,5,37.37,Chicago White Sox
105,943,953,446,178,17,97,829,314,11,903,26,.252,3582,.315,.393,.708,30,80,.727,66,14857,3968,1406,428,725,18,28,.300,0.99,0,36.93,Miami Marlins
106,814,990,545,180,15,168,928,400,34,911,43,.253,3603,.332,.451,.783,24,67,.736,66,16113,4091,1625,523,760,4,36,.292,0.82,5,21.45,New York Yankees
106,933,941,505,158,10,101,842,357,12,893,46,.251,3560,.324,.386,.710,39,120,.755,56,15600,4015,1374,471,727,18,31,.299,0.99,3,35.25,Milwaukee Brewers
107,824,927,464,148,11,154,1037,316,15,841,58,.234,3596,.304,.410,.714,22,50,.694,64,15709,4006,1473,449,695,8,25,.283,0.89,3,23.35,Los Angeles Angels
107,916,1017,524,188,25,148,845,372,12,903,51,.250,3618,.325,.438,.763,22,71,.763,74,15735,4106,1585,512,737,22,41,.283,0.90,2,24.45,Arizona Diamondbacks
107,862,951,456,174,11,130,908,293,9,862,50,.243,3552,.307,.408,.715,24,75,.758,78,15409,3926,1448,430,661,3,28,.288,0.91,0,27.32,Baltimore Orioles
108,893,934,524,217,19,131,978,347,17,933,49,.252,3708,.322,.426,.748,25,92,.786,59,16055,4135,1581,503,744,7,24,.306,0.96,0,28.30,Boston Red Sox
106,829,1106,557,179,20,155,826,364,10,931,30,.255,3654,.325,.442,.767,22,121,.846,46,15872,4088,1615,542,735,7,31,.287,0.75,2,23.57,Chicago Cubs
107,875,941,487,168,13,109,917,359,11,882,42,.246,3581,.320,.392,.712,25,80,.762,73,15654,4016,1403,456,716,8,26,.299,0.93,0,32.85,Cincinnati Reds
106,798,1072,409,157,10,111,872,344,20,782,36,.226,3465,.299,.373,.672,26,82,.759,59,15339,3904,1292,394,681,20,39,.266,0.74,0,31.22,Cleveland Guardians
106,823,905,384,168,28,105,1023,276,5,828,33,.234,3546,.293,.386,.679,27,55,.671,81,14775,3888,1367,373,660,13,20,.297,0.91,0,33.77,Colorado Rockies
108,772,1041,513,165,20,133,955,341,7,897,48,.247,3627,.318,.414,.732,10,45,.818,59,15863,4057,1501,493,709,5,33,.297,0.74,3,27.27,Detroit Tigers
107,890,997,457,163,10,116,844,311,9,923,49,.256,3610,.321,.403,.724,22,55,.714,87,15095,4014,1454,435,740,12,32,.301,0.89,0,31.12,Houston Astros
107,888,1139,383,188,18,91,733,257,14,875,41,.244,3586,.300,.383,.683,33,77,.700,57,14801,3935,1372,377,710,22,27,.281,0.78,2,39.41,Kansas City Royals
107,830,1029,561,174,15,161,898,390,21,928,39,.254,3647,.330,.443,.773,17,63,.788,70,16055,4116,1615,541,730,5,33,.293,0.81,2,22.65,Los Angeles Dodgers
106,1039,869,458,173,16,103,824,307,10,869,44,.244,3559,.310,.389,.699,35,92,.724,62,15039,3953,1383,439,674,16,26,.288,1.20,1,34.55,Washington Nationals
107,913,972,472,172,16,135,857,372,24,865,60,.243,3564,.322,.414,.736,10,87,.897,85,15913,4041,1474,459,758,9,34,.280,0.94,2,26.40,New York Mets
