gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
112,976,960,487,190,15,152,959,349,9,959,29,.251,3822,.317,.428,.745,17,62,.785,89,15845,4237,1635,472,763,10,22,.295,1.02,5,25.14,Athletics
110,939,937,385,152,16,74,960,348,14,851,35,.233,3655,.304,.344,.648,26,86,.768,84,15851,4074,1257,373,767,9,23,.294,1.00,4,49.39,Pittsburgh Pirates
110,990,1052,449,168,13,92,771,346,14,918,34,.250,3669,.318,.378,.696,19,74,.796,70,15642,4112,1388,420,772,32,30,.291,0.94,1,39.88,San Diego Padres
111,908,1017,502,150,6,155,983,374,17,928,60,.245,3793,.320,.410,.730,26,107,.805,72,16859,4270,1555,482,794,18,25,.288,0.89,0,24.47,Seattle Mariners
110,843,1067,447,169,19,101,932,382,9,842,46,.232,3631,.310,.372,.682,17,49,.742,74,16250,4113,1352,427,745,21,32,.282,0.79,1,35.95,San Francisco Giants
111,871,1127,484,195,4,106,846,346,12,928,53,.249,3732,.319,.388,.707,16,62,.795,81,16134,4173,1449,462,758,13,27,.293,0.77,2,35.21,St. Louis Cardinals
111,941,969,505,167,11,118,926,334,9,949,34,.253,3744,.318,.399,.717,37,143,.794,77,16033,4155,1492,475,716,10,31,.304,0.97,2,31.73,Tampa Bay Rays
111,849,1102,455,162,12,116,926,328,15,855,45,.231,3695,.300,.376,.676,23,100,.813,59,15846,4106,1389,434,719,7,30,.275,0.77,1,31.85,Texas Rangers
111,1008,1088,523,199,7,120,738,371,21,996,44,.264,3775,.334,.416,.750,17,54,.761,84,15987,4252,1569,499,811,26,29,.297,0.93,7,31.46,Toronto Blue Jays
109,877,1016,453,168,12,125,898,324,5,876,65,.241,3640,.312,.396,.708,20,55,.733,75,15791,4057,1443,432,736,2,25,.284,0.86,1,29.12,Minnesota Twins
109,938,992,509,176,14,126,873,374,13,943,38,.254,3708,.327,.411,.738,19,94,.832,66,16155,4160,1525,486,778,12,26,.299,0.95,2,29.43,Philadelphia Phillies
