gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
109,909,989,457,163,13,117,947,393,11,899,32,.242,3709,.318,.388,.706,14,51,.785,69,16510,4170,1439,443,809,11,24,.293,0.92,1,31.70,Atlanta Braves
110,839,1079,422,174,9,103,920,347,7,831,29,.229,3623,.300,.368,.668,19,68,.782,68,15756,4050,1332,406,728,17,29,.277,0.78,5,35.18,Chicago White Sox
108,969,982,466,183,18,102,853,323,11,933,27,.253,3691,.315,.395,.710,31,83,.728,66,15324,4087,1458,447,745,18,28,.301,0.99,0,36.19,Miami Marlins
110,840,1030,576,184,16,177,966,416,35,950,43,.254,3745,.332,.453,.785,24,80,.769,68,16764,4251,1697,553,786,5,36,.293,0.82,6,21.16,New York Yankees
109,956,973,533,163,11,108,867,366,12,936,47,.255,3677,.327,.393,.720,39,122,.758,56,16115,4148,1445,498,754,19,36,.302,0.98,3,34.05,Milwaukee Brewers
110,844,952,478,150,12,156,1065,330,15,859,64,.233,3685,.305,.407,.712,23,56,.709,68,16173,4117,1501,462,714,8,27,.282,0.89,3,23.62,Los Angeles Angels
110,940,1048,529,193,26,149,867,381,12,922,51,.248,3712,.323,.435,.758,24,71,.747,77,16179,4211,1614,517,756,22,43,.282,0.90,2,24.91,Arizona Diamondbacks
110,890,987,482,183,12,136,944,303,9,899,54,.244,3684,.308,.411,.719,26,78,.750,79,15984,4077,1514,456,688,3,33,.289,0.90,0,27.09,Baltimore Orioles
111,919,967,547,228,20,137,1002,355,17,965,52,.253,3819,.323,.430,.753,25,95,.792,60,16552,4261,1644,525,767,8,27,.306,0.95,0,27.88,Boston Red Sox
109,858,1132,571,190,20,158,848,372,10,955,31,.255,3752,.324,.442,.766,22,121,.846,47,16254,4198,1659,556,753,7,34,.287,0.76,2,23.75,Chicago Cubs
111,899,986,510,173,14,115,951,375,12,918,42,.247,3719,.321,.394,.715,25,81,.764,76,16216,4171,1464,479,744,8,27,.300,0.91,0,32.34,Cincinnati Reds
109,826,1101,427,162,11,114,889,352,21,813,39,.228,3569,.301,.375,.676,26,85,.766,61,15775,4020,1339,411,704,20,40,.268,0.75,0,31.31,Cleveland Guardians
109,843,938,405,178,29,112,1047,283,5,863,33,.236,3658,.295,.392,.687,29,55,.655,82,15251,4007,1435,394,679,13,20,.298,0.90,0,32.66,Colorado Rockies
111,800,1070,536,174,22,140,974,342,7,932,49,.249,3738,.318,.420,.738,10,48,.828,59,16252,4170,1570,516,724,5,33,.298,0.75,3,26.70,Detroit Tigers
110,914,1028,474,165,10,121,864,318,9,953,51,.257,3713,.321,.404,.725,23,56,.709,88,15516,4128,1501,452,760,13,33,.301,0.89,0,30.69,Houston Astros
110,912,1169,402,194,18,96,753,268,14,901,41,.244,3686,.301,.385,.686,34,83,.709,60,15261,4046,1419,396,725,22,27,.281,0.78,2,38.40,Kansas City Royals
110,849,1052,573,180,15,164,935,399,21,955,40,.255,3752,.330,.442,.772,18,63,.778,70,16530,4232,1657,553,753,5,34,.294,0.81,2,22.88,Los Angeles Dodgers
109,1063,894,472,178,17,105,853,318,10,899,45,.245,3666,.311,.389,.700,36,95,.725,64,15539,4073,1426,453,699,16,27,.290,1.19,1,34.91,Washington Nationals
110,942,1002,476,174,16,136,882,380,24,878,62,.240,3659,.319,.408,.727,10,88,.898,86,16316,4148,1492,463,778,9,36,.277,0.94,2,26.90,New York Mets
