gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,team
121,1058,1038,536,212,16,165,1032,379,9,1049,31,.253,4139,.319,.432,.751,20,64,.762,97,17200,4592,1788,521,826,11,27,.298,1.02,5,25.08,Athletics
120,1036,1018,427,166,17,84,1039,383,15,926,38,.232,3984,.304,.346,.650,27,90,.769,91,17379,4444,1378,413,833,9,26,.292,1.02,4,47.43,Pittsburgh Pirates
119,1084,1134,493,184,16,100,832,388,15,998,38,.251,3980,.321,.380,.701,22,80,.784,74,17073,4476,1514,464,852,35,33,.291,0.96,2,39.80,San Diego Padres
119,967,1085,547,156,6,171,1062,408,19,987,64,.243,4054,.321,.411,.732,28,125,.817,74,18080,4574,1668,524,849,21,26,.287,0.89,1,23.71,Seattle Mariners
119,910,1159,489,178,22,113,1009,407,9,916,49,.233,3938,.310,.375,.685,17,52,.754,79,17590,4451,1477,468,801,22,34,.282,0.79,1,34.85,San Francisco Giants
120,936,1203,521,206,4,113,934,368,13,1007,56,.250,4033,.319,.387,.706,17,70,.805,84,17453,4507,1560,497,821,16,31,.296,0.78,3,35.69,St. Louis Cardinals
120,1015,1042,538,180,13,134,1018,353,9,1018,34,.252,4047,.314,.402,.716,39,151,.795,78,17373,4482,1626,508,770,12,34,.302,0.97,2,30.20,Tampa Bay Rays
120,921,1193,489,180,12,125,1003,355,18,933,46,.233,4011,.300,.377,.677,27,101,.789,65,17229,4453,1512,467,787,8,31,.277,0.77,2,32.09,Texas Rangers
119,1079,1162,583,218,9,137,798,398,21,1099,48,.269,4079,.339,.428,.767,18,56,.757,92,17239,4591,1746,559,875,28,31,.303,0.93,7,29.77,Toronto Blue Jays
118,960,1094,496,183,14,140,974,346,6,951,70,.241,3951,.311,.400,.711,22,57,.722,82,17067,4396,1582,474,789,3,25,.283,0.88,1,28.22,Minnesota Twins
118,1001,1075,555,196,16,142,952,395,14,1021,42,.255,4009,.326,.418,.744,21,98,.824,72,17420,4488,1675,532,826,13,27,.299,0.93,2,28.23,Philadelphia Phillies
118,976,1071,499,173,14,133,1025,423,12,969,36,.242,4004,.318,.392,.710,14,57,.803,73,17794,4501,1569,482,867,12,25,.291,0.91,1,30.10,Atlanta Braves
119,913,1168,453,183,9,117,996,377,8,896,32,.228,3925,.299,.369,.668,19,74,.796,76,17046,4387,1448,436,790,18,30,.274,0.78,5,33.55,Chicago White Sox
118,1054,1075,505,196,20,113,930,356,11,1011,28,.251,4021,.315,.394,.709,32,97,.752,70,16794,4454,1586,486,812,19,30,.299,0.98,0,35.58,Miami Marlins
119,912,1120,602,193,17,187,1037,447,36,1003,43,.249,4028,.328,.445,.773,24,85,.780,76,17993,4568,1791,577,836,6,38,.287,0.81,6,21.54,New York Yankees
118,1042,1050,594,181,13,122,928,399,12,1026,54,.257,3987,.330,.401,.731,43,130,.751,62,17561,4503,1599,553,817,21,38,.304,0.99,4,32.68,Milwaukee Brewers
119,908,1026,522,162,13,171,1155,358,18,926,68,.233,3980,.305,.409,.714,24,59,.711,71,17445,4445,1627,505,763,8,27,.282,0.88,4,23.28,Los Angeles Angels
119,1016,1129,586,210,27,166,937,413,13,1008,60,.251,4019,.326,.440,.766,29,78,.729,85,17519,4565,1770,573,815,23,48,.284,0.90,2,24.21,Arizona Diamondbacks
118,958,1049,505,193,13,144,1020,321,10,945,57,.240,3936,.304,.405,.709,29,81,.736,81,17037,4350,1596,479,725,3,33,.286,0.91,0,27.33,Baltimore Orioles
120,996,1043,599,247,20,146,1073,386,20,1044,56,.253,4119,.324,.429,.753,29,100,.775,67,17891,4599,1769,573,820,9,29,.307,0.95,0,28.21,Boston Red Sox
117,931,1206,599,196,22,167,909,392,10,1020,33,.254,4022,.322,.438,.760,23,124,.844,49,17395,4493,1761,583,810,8,36,.286,0.77,2,24.08,Chicago Cubs
120,974,1068,540,192,14,120,1035,394,12,992,44,.246,4030,.318,.390,.708,25,87,.777,78,17519,4507,1572,508,807,8,31,.300,0.91,0,33.58,Cincinnati Reds
117,888,1184,466,178,12,123,957,375,22,879,44,.228,3847,.301,.377,.678,28,88,.759,62,16972,4327,1450,448,757,20,41,.269,0.75,0,31.28,Cleveland Guardians
118,915,1028,438,194,29,120,1115,307,5,940,35,.237,3964,.296,.392,.688,29,62,.681,90,16477,4340,1552,427,739,14,20,.298,0.89,0,33.03,Colorado Rockies
120,862,1144,577,184,25,155,1059,363,8,1012,49,.251,4036,.318,.424,.742,13,51,.797,68,17524,4492,1711,557,771,5,36,.300,0.75,3,26.04,Detroit Tigers
119,997,1114,520,189,11,133,929,346,9,1044,55,.259,4038,.323,.410,.733,23,59,.720,95,16861,4485,1654,498,829,13,33,.303,0.89,0,30.36,Houston Astros
119,990,1267,441,210,19,105,819,297,16,977,51,.244,3996,.303,.385,.688,35,92,.724,67,16663,4403,1540,434,797,25,32,.281,0.78,2,38.06,Kansas City Royals
119,922,1131,615,195,15,177,1007,439,25,1031,42,.255,4046,.331,.442,.773,20,71,.780,80,17862,4574,1787,594,819,7,38,.294,0.82,2,22.86,Los Angeles Dodgers
