game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games,is_divisional_game
632644,2021-09-03,115,144,COL,ATL,Colorado Rockies,Atlanta Braves,Rockies,Braves,National League,National League,NL,NL,NL West,NL East,NL West,NL East,2021,2021,134,133,61,71,73,62,0.455,0.534,613,645,646,556,-33,89,4.57,4.85,4.82,4.18,-0.25,0.67,0.0,0.0,0.0,0.0,0.447,0.575,0.453,0.562,43,33,23,32,18,38,50,30,L1,W1,0,0,0.0,0.0,0.0,0.0,61-73,71-62,43-23,33-32,18-50,38-30,29-35,36-28,51-63,65-48,4-6,4-6,False
632708,2021-09-03,109,136,AZ,SEA,Arizona Diamondbacks,Seattle Mariners,Diamondbacks,Mariners,National League,American League,NL,AL,NL West,AL West,NL West,AL West,2021,2021,135,134,45,72,90,62,0.333,0.537,567,558,747,614,-180,-56,4.2,4.16,5.53,4.58,-1.33,-0.42,0.0,0.0,0.0,0.0,0.349,0.558,0.297,0.6,28,40,38,29,17,32,52,33,W1,W2,0,0,0.0,0.0,0.0,0.0,45-90,72-62,28-38,40-29,17-52,32-33,19-45,36-24,44-82,67-53,3-7,6-4,False
632660,2021-09-03,112,134,CHC,PIT,Chicago Cubs,Pittsburgh Pirates,Cubs,Pirates,National League,National League,NL,NL,NL Central,NL Central,NL Central,NL Central,2021,2021,135,134,60,48,75,86,0.444,0.358,571,480,674,684,-103,-204,4.23,3.58,4.99,5.1,-0.76,-1.52,0.0,0.0,0.0,0.0,0.462,0.342,0.439,0.279,34,28,32,38,26,20,43,48,W3,L3,0,0,0.0,0.0,0.0,0.0,60-75,48-86,34-32,28-38,26-43,20-48,25-32,17-44,54-63,40-77,6-4,4-6,True
632654,2021-09-03,113,116,CIN,DET,Cincinnati Reds,Detroit Tigers,Reds,Tigers,National League,American League,NL,AL,NL Central,AL Central,NL Central,AL Central,2021,2021,135,135,72,63,63,72,0.533,0.467,672,580,628,649,44,-69,4.98,4.3,4.65,4.81,0.33,-0.51,0.0,0.0,0.0,0.0,0.533,0.463,0.607,0.391,37,35,31,35,35,28,32,37,L1,L1,0,0,0.0,0.0,0.0,0.0,72-63,63-72,37-31,35-35,35-32,28-37,37-24,25-39,64-56,57-66,4-6,4-6,False
632651,2021-09-03,135,117,SD,HOU,San Diego Padres,Houston Astros,Padres,Astros,National League,American League,NL,AL,NL West,AL West,NL West,AL West,2021,2021,134,133,71,78,63,55,0.53,0.586,616,699,548,527,68,172,4.6,5.26,4.09,3.96,0.51,1.29,0.0,0.0,0.0,0.0,0.504,0.605,0.5,0.661,41,41,29,25,30,37,34,30,L1,L2,0,0,0.0,0.0,0.0,0.0,71-63,78-55,41-29,41-25,30-34,37-30,30-30,37-19,60-59,72-47,4-6,5-5,False
632645,2021-09-03,137,119,SF,LAD,San Francisco Giants,Los Angeles Dodgers,Giants,Dodgers,National League,National League,NL,NL,NL West,NL West,NL West,NL West,2021,2021,134,134,85,85,49,49,0.634,0.634,637,680,495,467,142,213,4.75,5.07,3.69,3.49,1.06,1.59,0.0,0.0,0.0,0.0,0.632,0.64,0.667,0.621,43,46,22,23,42,39,27,26,W1,W3,0,0,0.0,0.0,0.0,0.0,85-49,85-49,43-22,46-23,42-27,39-26,36-18,36-22,72-42,73-41,5-5,7-3,True
632642,2021-09-03,147,110,NYY,BAL,New York Yankees,Baltimore Orioles,Yankees,Orioles,American League,American League,AL,AL,AL East,AL East,AL East,AL East,2021,2021,133,132,77,41,56,91,0.579,0.311,580,542,528,776,52,-234,4.36,4.11,3.97,5.88,0.39,-1.77,0.0,0.0,0.0,0.0,0.569,0.304,0.474,0.246,39,19,25,44,38,22,31,47,W1,L1,0,0,0.0,0.0,0.0,0.0,77-56,41-91,39-25,19-44,38-31,22-47,27-30,14-43,66-50,35-80,6-4,3-7,True
632632,2021-09-03,108,140,LAA,TEX,Los Angeles Angels,Texas Rangers,Angels,Rangers,American League,American League,AL,AL,AL West,AL West,AL West,AL West,2021,2021,134,133,66,47,68,86,0.493,0.353,611,516,675,664,-64,-148,4.56,3.88,5.04,4.99,-0.48,-1.11,0.0,0.0,0.0,0.0,0.483,0.365,0.396,0.339,35,31,32,37,31,16,36,49,L1,L1,0,0,0.0,0.0,0.0,0.0,66-68,47-86,35-32,31-37,31-36,16-49,21-32,21-41,56-60,42-73,4-6,4-6,True
632638,2021-09-03,158,138,MIL,STL,Milwaukee Brewers,St. Louis Cardinals,Brewers,Cardinals,National League,National League,NL,NL,NL Central,NL Central,NL Central,NL Central,2021,2021,135,132,82,68,53,64,0.607,0.515,621,544,497,565,124,-21,4.6,4.12,3.68,4.28,0.92,-0.16,0.0,0.0,0.0,0.0,0.642,0.509,0.667,0.5,36,35,29,30,46,33,24,34,L1,W1,0,0,0.0,0.0,0.0,0.0,82-53,68-64,36-29,35-30,46-24,33-34,42-21,28-28,77-43,57-55,6-4,6-4,True
632639,2021-09-03,111,114,BOS,CLE,Boston Red Sox,Cleveland Guardians,Red Sox,Guardians,American League,American League,AL,AL,AL East,AL Central,AL East,AL Central,2021,2021,136,131,77,67,59,64,0.566,0.511,682,585,622,591,60,-6,5.01,4.47,4.57,4.51,0.44,-0.05,0.0,0.0,0.0,0.0,0.545,0.509,0.562,0.614,41,35,26,30,36,32,33,34,W2,W4,0,0,0.0,0.0,0.0,0.0,77-59,67-64,41-26,35-30,36-33,32-34,36-28,35-22,66-55,58-56,6-4,7-3,False
