game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_league_name,away_league_name,home_league_short_name,away_league_short_name,home_division_name,away_division_name,home_division_short_name,away_division_short_name,home_season,away_season,home_games_played,away_games_played,home_wins,away_wins,home_losses,away_losses,home_win_percent,away_win_percent,home_points_for,away_points_for,home_points_against,away_points_against,home_point_differential,away_point_differential,home_avg_points_for,away_avg_points_for,home_avg_points_against,away_avg_points_against,home_differential,away_differential,home_games_behind,away_games_behind,home_division_games_behind,away_division_games_behind,home_league_win_percent,away_league_win_percent,home_division_win_percent,away_division_win_percent,home_home_wins,away_home_wins,home_home_losses,away_home_losses,home_road_wins,away_road_wins,home_road_losses,away_road_losses,home_streak,away_streak,home_playoff_seed,away_playoff_seed,home_playoff_percent,away_playoff_percent,home_wildcard_percent,away_wildcard_percent,home_total,away_total,home_home,away_home,home_road,away_road,home_intra_division,away_intra_division,home_intra_league,away_intra_league,home_last_ten_games,away_last_ten_games,is_divisional_game
632460,2021-09-17,146,134,MIA,PIT,Miami Marlins,Pittsburgh Pirates,Marlins,Pirates,National League,National League,NL,NL,NL East,NL Central,NL East,NL Central,2021,2021,146,146,62,54,84,92,0.425,0.37,577,536,618,744,-41,-208,3.95,3.67,4.23,5.1,-0.28,-1.42,0.0,0.0,0.0,0.0,0.457,0.349,0.47,0.284,38,34,34,41,24,20,50,51,W1,L1,0,0,0.0,0.0,0.0,0.0,62-84,54-92,38-34,34-41,24-50,20-51,31-35,19-48,59-70,44-82,5-5,6-4,False
632470,2021-09-17,113,119,CIN,LAD,Cincinnati Reds,Los Angeles Dodgers,Reds,Dodgers,National League,National League,NL,NL,NL Central,NL West,NL Central,NL West,2021,2021,147,147,76,94,71,53,0.517,0.639,711,743,683,499,28,244,4.84,5.05,4.65,3.39,0.19,1.66,0.0,0.0,0.0,0.0,0.519,0.646,0.571,0.642,38,52,33,23,38,42,38,30,W1,W6,0,0,0.0,0.0,0.0,0.0,76-71,94-53,38-33,52-23,38-38,42-30,40-30,43-24,67-62,82-45,3-7,8-2,False
632469,2021-09-17,117,109,HOU,AZ,Houston Astros,Arizona Diamondbacks,Astros,Diamondbacks,American League,National League,AL,NL,AL West,NL West,AL West,NL West,2021,2021,146,146,86,47,60,99,0.589,0.322,781,611,580,812,201,-201,5.35,4.18,3.97,5.56,1.38,-1.38,0.0,0.0,0.0,0.0,0.612,0.341,0.667,0.284,45,28,27,43,41,19,33,56,W2,L3,0,0,0.0,0.0,0.0,0.0,86-60,47-99,45-27,28-43,41-33,19-56,44-22,19-48,79-50,44-85,7-3,2-8,False
632467,2021-09-17,121,143,NYM,PHI,New York Mets,Philadelphia Phillies,Mets,Phillies,National League,National League,NL,NL,NL East,NL East,NL East,NL East,2021,2021,147,146,72,74,75,72,0.49,0.507,583,677,601,689,-18,-12,3.97,4.64,4.09,4.72,-0.12,-0.08,0.0,0.0,0.0,0.0,0.488,0.527,0.515,0.567,43,42,31,32,29,32,44,40,L3,W2,0,0,0.0,0.0,0.0,0.0,72-75,74-72,43-31,42-32,29-44,32-40,34-32,38-29,63-66,68-61,3-7,4-6,True
632466,2021-09-17,108,133,LAA,OAK,Los Angeles Angels,Oakland Athletics,Angels,Athletics,American League,American League,AL,AL,AL West,AL West,AL West,AL West,2021,2021,146,146,72,79,74,67,0.493,0.541,655,676,726,611,-71,65,4.49,4.63,4.97,4.18,-0.49,0.45,0.0,0.0,0.0,0.0,0.484,0.54,0.4,0.5,37,40,34,34,35,39,40,33,W2,W2,0,0,0.0,0.0,0.0,0.0,72-74,79-67,37-34,40-34,35-40,39-33,24-36,30-30,61-65,68-58,4-6,5-5,True
632461,2021-09-17,158,112,MIL,CHC,Milwaukee Brewers,Chicago Cubs,Brewers,Cubs,National League,National League,NL,NL,NL Central,NL Central,NL Central,NL Central,2021,2021,146,147,89,66,57,81,0.61,0.449,674,635,541,754,133,-119,4.62,4.32,3.71,5.13,0.91,-0.81,0.0,0.0,0.0,0.0,0.643,0.465,0.667,0.476,40,39,31,36,49,27,26,45,L2,L2,0,0,0.0,0.0,0.0,0.0,89-57,66-81,40-31,39-36,49-26,27-45,44-22,30-33,81-45,60-69,7-3,4-6,True
632459,2021-09-17,140,145,TEX,CWS,Texas Rangers,Chicago White Sox,Rangers,White Sox,American League,American League,AL,AL,AL West,AL Central,AL West,AL Central,2021,2021,146,146,54,83,92,63,0.37,0.568,570,722,734,589,-164,133,3.9,4.95,5.03,4.03,-1.12,0.91,0.0,0.0,0.0,0.0,0.373,0.555,0.356,0.585,32,49,40,27,22,34,52,36,L2,L2,0,0,0.0,0.0,0.0,0.0,54-92,83-63,32-40,49-27,22-52,34-36,26-47,38-27,47-79,71-57,6-4,4-6,False
632445,2021-09-17,118,136,KC,SEA,Kansas City Royals,Seattle Mariners,Royals,Mariners,American League,American League,AL,AL,AL Central,AL West,AL Central,AL West,2021,2021,146,146,66,78,80,68,0.452,0.534,623,621,719,686,-96,-65,4.27,4.25,4.92,4.7,-0.66,-0.45,0.0,0.0,0.0,0.0,0.429,0.548,0.46,0.587,35,42,37,33,31,36,43,35,L2,L2,0,0,0.0,0.0,0.0,0.0,66-80,78-68,35-37,42-33,31-43,36-35,29-34,37-26,54-72,69-57,5-5,4-6,False
632454,2021-09-17,111,110,BOS,BAL,Boston Red Sox,Baltimore Orioles,Red Sox,Orioles,American League,American League,AL,AL,AL East,AL East,AL East,AL East,2021,2021,148,146,83,47,65,99,0.561,0.322,752,608,692,870,60,-262,5.08,4.16,4.68,5.96,0.41,-1.79,0.0,0.0,0.0,0.0,0.541,0.318,0.552,0.269,44,23,29,51,39,24,36,48,W2,W1,0,0,0.0,0.0,0.0,0.0,83-65,47-99,44-29,23-51,39-36,24-48,37-30,18-49,72-61,41-88,4-6,4-6,True
632453,2021-09-17,137,144,SF,ATL,San Francisco Giants,Atlanta Braves,Giants,Braves,National League,National League,NL,NL,NL West,NL East,NL West,NL East,2021,2021,147,144,95,76,52,68,0.646,0.528,728,701,547,603,181,98,4.95,4.87,3.72,4.19,1.23,0.68,0.0,0.0,0.0,0.0,0.646,0.565,0.672,0.571,47,37,25,36,48,39,27,32,L2,L2,0,0,0.0,0.0,0.0,0.0,95-52,76-68,47-25,37-36,48-27,39-32,43-21,40-30,82-45,70-54,8-2,5-5,False
632450,2021-09-17,120,115,WSH,COL,Washington Nationals,Colorado Rockies,Nationals,Rockies,National League,National League,NL,NL,NL East,NL West,NL East,NL West,2021,2021,146,146,60,68,86,78,0.411,0.466,653,667,732,714,-79,-47,4.47,4.57,5.01,4.89,-0.54,-0.32,0.0,0.0,0.0,0.0,0.388,0.46,0.384,0.433,34,45,41,27,26,23,45,51,L1,W3,0,0,0.0,0.0,0.0,0.0,60-86,68-78,34-41,45-27,26-45,23-51,28-45,29-38,50-79,58-68,4-6,5-5,False
632458,2021-09-17,147,114,NYY,CLE,New York Yankees,Cleveland Guardians,Yankees,Guardians,American League,American League,AL,AL,AL East,AL Central,AL East,AL Central,2021,2021,147,144,82,71,65,73,0.558,0.493,638,632,605,654,33,-22,4.34,4.39,4.12,4.54,0.22,-0.15,0.0,0.0,0.0,0.0,0.551,0.5,0.448,0.594,41,36,31,36,41,35,34,37,L1,W1,0,0,0.0,0.0,0.0,0.0,82-65,71-73,41-31,36-36,41-34,35-37,30-37,38-26,70-57,62-62,4-6,3-7,False
632440,2021-09-17,139,116,TB,DET,Tampa Bay Rays,Detroit Tigers,Rays,Tigers,American League,American League,AL,AL,AL East,AL Central,AL East,AL Central,2021,2021,147,147,91,70,56,77,0.619,0.476,786,640,614,696,172,-56,5.35,4.35,4.18,4.73,1.17,-0.38,0.0,0.0,0.0,0.0,0.608,0.465,0.671,0.391,46,39,26,36,45,31,30,41,W1,L1,0,0,0.0,0.0,0.0,0.0,91-56,70-77,46-26,39-36,45-30,31-41,47-23,25-39,79-51,59-68,5-5,6-4,False
632436,2021-09-17,138,135,STL,SD,St. Louis Cardinals,San Diego Padres,Cardinals,Padres,National League,National League,NL,NL,NL Central,NL West,NL Central,NL West,2021,2021,145,146,76,76,69,70,0.524,0.521,609,663,614,609,-5,54,4.2,4.54,4.23,4.17,-0.03,0.37,0.0,0.0,0.0,0.0,0.52,0.492,0.5,0.478,39,44,33,31,37,32,36,39,W5,W2,0,0,0.0,0.0,0.0,0.0,76-69,76-70,39-33,44-31,37-36,32-39,31-31,32-35,65-60,62-64,7-3,4-6,False
