game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
630851,,,,
631377,,,,
630941,,,,
630966,,,,
630989,,,,
631091,,,,
631121,,,,
631182,,,,
631242,,,,
631378,8.0,1.0,8.0,1.0
631438,,,,
631514,,,,
631563,,,,
631589,,,,
631641,,,,
631664,,,,
630899,1.0,4.0,1.0,4.0
630942,1.0,0.0,1.0,0.0
630967,4.0,6.0,4.0,6.0
630992,5.0,4.0,5.0,4.0
631092,7.0,2.0,7.0,2.0
631108,2.0,5.0,2.0,5.0
631181,7.0,3.0,7.0,3.0
631241,1.0,0.0,1.0,0.0
631382,8.5,1.0,8.5,1.0
631453,8.0,2.0,8.0,2.0
631515,5.0,10.0,5.0,10.0
631565,2.0,0.0,2.0,0.0
631603,7.0,1.0,7.0,1.0
631642,3.0,0.0,3.0,0.0
631666,13.0,2.0,13.0,2.0
630856,5.0,3.0,5.0,3.0
630943,1.5,1.5,1.5,1.5
630968,4.0,3.5,4.0,3.5
630993,7.0,2.5,7.0,2.5
631097,6.0,1.5,6.0,1.5
631126,4.5,3.0,4.5,3.0
631165,4.0,3.5,4.0,3.5
631240,2.0,2.5,2.0,2.5
631384,7.0,2.3333333333333335,7.0,2.3333333333333335
631441,7.5,2.0,7.5,2.0
631517,7.5,6.5,7.5,6.5
631566,2.0,1.5,2.0,1.5
631591,5.5,3.5,5.5,3.5
631643,3.0,4.0,3.0,4.0
631668,7.5,4.5,7.5,4.5
630861,4.0,4.0,4.0,4.0
630969,4.666666666666667,6.333333333333333,4.666666666666667,6.333333333333333
631098,5.0,2.3333333333333335,5.0,2.3333333333333335
631130,3.3333333333333335,3.0,3.3333333333333335,3.0
631168,4.666666666666667,3.6666666666666665,4.666666666666667,3.6666666666666665
631442,7.0,3.6666666666666665,7.0,3.6666666666666665
631489,3.3333333333333335,1.6666666666666667,3.3333333333333335,1.6666666666666667
631592,4.333333333333333,5.0,4.333333333333333,5.0
631669,6.333333333333333,1.6666666666666667,6.333333333333333,1.6666666666666667
630866,3.25,4.0,3.25,4.0
630944,1.6666666666666667,2.25,1.6666666666666667,2.25
630970,7.0,6.0,7.0,6.0
631014,2.5,5.25,2.5,5.25
631132,3.75,3.75,3.75,3.75
631171,4.25,2.6666666666666665,4.25,2.6666666666666665
631269,9.0,5.0,9.0,5.0
631387,2.75,4.0,2.75,4.0
631443,7.25,5.5,7.25,5.5
631490,4.0,4.75,4.0,4.75
631567,4.333333333333333,5.666666666666667,4.333333333333333,5.666666666666667
631573,4.5,5.0,4.5,5.0
631593,5.0,5.75,5.0,5.75
631663,5.75,3.0,5.75,3.0
630272,5.2,6.6,5.2,6.6
630495,5.333333333333333,3.0,5.333333333333333,3.0
630916,4.2,2.8,4.2,2.8
630940,1.5,2.6,1.5,2.6
631033,2.6,5.2,2.6,5.2
631137,4.6,4.2,4.6,4.2
631172,4.0,4.0,4.0,4.0
631239,4.0,5.2,4.0,5.2
631270,8.25,4.5,8.25,4.5
631389,4.2,3.6,4.2,3.6
631444,6.2,5.4,6.2,5.4
631492,4.0,4.4,4.0,4.4
631569,4.4,4.6,4.4,4.6
631594,5.0,6.2,5.0,6.2
630145,3.0,4.6,2.8333333333333335,5.166666666666667
630346,6.6,6.6,5.5,6.166666666666667
630496,4.75,4.5,4.75,4.5
630917,3.0,3.4,3.5,3.0
631018,3.8,5.0,3.3333333333333335,5.333333333333333
631238,4.8,3.8,4.166666666666667,5.333333333333333
631271,7.2,4.0,7.2,3.6666666666666665
631390,5.0,5.2,4.666666666666667,4.666666666666667
631494,4.8,5.2,4.166666666666667,4.333333333333333
630201,3.4,4.0,2.857142857142857,5.285714285714286
630275,6.0,4.6,5.0,3.857142857142857
630592,5.0,6.0,5.0,5.428571428571429
631019,5.0,2.6,3.857142857142857,2.6
631066,6.4,2.8,5.142857142857143,3.5
631222,5.2,4.2,5.2,5.142857142857143
631272,5.2,4.0,6.0,3.4285714285714284
631391,5.2,5.0,4.714285714285714,5.5
631410,5.6,4.4,4.428571428571429,4.5
631480,4.2,6.0,4.0,6.166666666666667
631539,4.2,6.4,4.2,6.285714285714286
631647,7.0,3.8,6.333333333333333,3.8333333333333335
630100,3.6,3.8,3.125,5.0
630278,5.4,6.4,5.75,4.625
630492,5.8,5.4,5.166666666666667,5.125
631020,5.8,2.8,4.5,2.5
631067,6.0,3.2,5.125,3.4285714285714284
631224,5.4,3.6,5.166666666666667,4.625
631273,5.4,2.4,5.714285714285714,3.125
631392,5.6,5.4,4.875,6.0
631413,5.6,3.0,4.125,4.285714285714286
631540,5.6,7.4,4.666666666666667,6.5
631622,7.6,4.2,6.285714285714286,3.7142857142857144
630101,3.6,5.8,3.0,5.666666666666667
630280,5.8,5.2,5.888888888888889,4.222222222222222
630493,5.4,3.4,5.142857142857143,5.0
631021,6.6,3.0,4.777777777777778,2.5714285714285716
631068,5.4,2.6,4.777777777777778,3.375
631210,6.0,3.2,5.142857142857143,4.333333333333333
631274,3.2,1.4,5.375,2.7777777777777777
631393,6.6,5.0,4.888888888888889,5.75
631415,3.8,4.8,4.222222222222222,5.125
631469,5.0,5.6,4.375,5.571428571428571
631470,3.8,6.0,3.888888888888889,5.375
631541,6.2,6.4,4.857142857142857,5.888888888888889
631606,6.6,3.8,6.0,3.625
630281,6.2,3.6,5.7,3.8
631070,5.4,2.6,4.5,3.3333333333333335
631090,6.6,5.4,5.9,5.4
631219,7.2,5.0,5.625,5.0
631275,2.6,3.0,5.111111111111111,3.3333333333333335
631293,4.8,6.0,4.0,5.555555555555555
631542,7.0,7.0,5.375,4.8
631596,5.4,0.8,5.222222222222222,2.6
631645,5.4,3.6,5.555555555555555,4.0
630109,2.8,4.6,2.7,5.777777777777778
630284,5.2,3.6,5.9,3.5714285714285716
630575,5.0,5.666666666666667,5.125,5.666666666666667
630874,2.8,4.0,3.4285714285714284,4.4
