game_pk,home_pitching_k_bb_ratio_rolling_10,away_pitching_k_bb_ratio_rolling_10
630851,,
631377,,
630941,,
630966,,
630989,,
631091,,
631121,,
631182,,
631242,,
631378,,1.2
631438,,
631514,,
631563,,
631589,,
631641,,
631664,,
630899,2.75,5.0
630942,2.3333333333333335,2.0
630967,3.6666666666666665,1.125
630992,,3.0
631092,7.0,1.1428571428571428
631108,3.0,2.6666666666666665
631181,1.3333333333333333,1.5714285714285714
631241,7.5,
631382,17.0,0.6923076923076923
631453,10.0,1.25
631515,1.8,2.6666666666666665
631565,9.0,1.0
631603,4.333333333333333,1.0
631642,,7.0
631666,8.0,1.2857142857142858
630856,3.0,5.5
630943,2.5555555555555554,1.5555555555555556
630968,3.2,1.25
630993,6.5,3.2
631097,9.0,1.5
631126,2.6666666666666665,1.0833333333333333
631165,2.0,2.375
631240,9.0,7.5
631384,6.0,1.0
631441,5.0,1.1428571428571428
631517,2.0,2.7142857142857144
631566,8.333333333333334,2.5714285714285716
631591,7.5,0.8181818181818182
631643,10.0,3.0
631668,4.333333333333333,2.857142857142857
630861,3.3333333333333335,1.2777777777777777
630969,3.0,4.2
631098,3.2222222222222223,1.391304347826087
631130,3.25,3.0
631168,2.5714285714285716,1.8461538461538463
631442,3.0,1.6666666666666667
631489,1.4666666666666666,2.1818181818181817
631592,5.75,4.0
631669,1.5454545454545454,4.125
630866,3.25,1.3636363636363635
630944,2.2142857142857144,1.5555555555555556
630970,4.181818181818182,3.0
631014,1.2777777777777777,2.9166666666666665
631132,2.5714285714285716,2.625
631171,3.0,1.8333333333333333
631269,2.4166666666666665,4.0
631387,2.25,1.7058823529411764
631443,2.6666666666666665,3.4
631490,1.3333333333333333,2.2
631567,8.0,1.9090909090909092
631573,9.4,1.8666666666666667
631593,5.363636363636363,2.1875
631663,2.230769230769231,3.8
630272,2.9285714285714284,3.8666666666666667
630495,3.7142857142857144,3.1666666666666665
630916,1.7826086956521738,3.2142857142857144
630940,2.0,1.8928571428571428
631033,1.4736842105263157,3.4615384615384617
631137,1.9130434782608696,2.55
631172,3.1538461538461537,2.0
631239,3.6666666666666665,2.235294117647059
631270,2.7142857142857144,4.166666666666667
631389,2.611111111111111,1.36
631444,2.142857142857143,3.0714285714285716
631492,1.7619047619047619,1.9473684210526316
631569,8.714285714285714,2.0
631594,4.928571428571429,2.3684210526315788
630145,1.7647058823529411,2.6666666666666665
630346,2.7777777777777777,3.5789473684210527
630496,3.1666666666666665,2.9
630917,1.8571428571428572,3.588235294117647
631018,1.3076923076923077,3.7857142857142856
631238,3.25,2.5
631271,3.1333333333333333,9.0
631390,2.4347826086956523,1.4
631494,2.0476190476190474,2.3333333333333335
630201,1.5952380952380953,2.5
630275,3.1052631578947367,3.05
630592,3.2,3.1666666666666665
631019,1.75,2.380952380952381
631066,1.5625,2.8823529411764706
631222,2.642857142857143,2.4
631272,2.7,10.75
631391,2.392857142857143,2.4166666666666665
631410,2.4166666666666665,2.1904761904761907
631480,2.380952380952381,4.611111111111111
631539,2.411764705882353,3.0952380952380953
631647,1.962962962962963,2.0714285714285716
630100,1.8636363636363635,2.1724137931034484
630278,3.0434782608695654,2.6666666666666665
630492,2.95,3.269230769230769
631020,1.875,2.1923076923076925
631067,1.6111111111111112,3.0
631224,2.875,2.1333333333333333
631273,2.6956521739130435,6.714285714285714
631392,2.057142857142857,1.8611111111111112
631413,2.5,2.409090909090909
631540,2.4,3.0
631622,2.1785714285714284,1.8571428571428572
630101,1.8958333333333333,2.4
630280,2.892857142857143,2.8275862068965516
630493,2.875,3.096774193548387
631021,2.0277777777777777,1.6486486486486487
631068,1.825,3.0
631210,2.9,2.088235294117647
631274,2.8076923076923075,6.666666666666667
631393,2.128205128205128,2.0
631415,2.3666666666666667,2.64
631469,2.6363636363636362,4.894736842105263
631470,2.44,4.761904761904762
631541,2.5217391304347827,2.962962962962963
631606,2.3870967741935485,1.8205128205128205
630281,2.8181818181818183,2.935483870967742
631070,1.8666666666666667,3.25
631090,2.896551724137931,2.8
631219,3.2857142857142856,2.4
631275,2.9642857142857144,1.8837209302325582
631293,3.0952380952380953,2.769230769230769
631542,2.64,1.7674418604651163
631596,4.7727272727272725,7.533333333333333
631645,2.3823529411764706,2.138888888888889
630109,2.0833333333333335,1.836734693877551
630284,2.317073170731707,2.0
630575,3.2916666666666665,0.9473684210526315
630874,3.473684210526316,2.757575757575758
630971,3.0588235294117645,1.975
631057,1.6923076923076923,1.9574468085106382
631069,2.9,2.3823529411764706
631173,3.2142857142857144,1.725
631276,2.8125,1.8
631294,3.08,2.9642857142857144
631543,2.8461538461538463,1.95
631597,4.958333333333333,7.285714285714286
631608,2.3513513513513513,2.2432432432432434
630110,2.2,1.7222222222222223
630307,2.0930232558139537,1.7567567567567568
630591,3.269230769230769,1.5
630878,3.4347826086956523,2.5
630972,3.21875,1.975609756097561
631043,1.7358490566037736,2.0
631085,2.4545454545454546,2.4705882352941178
631127,2.6666666666666665,2.6129032258064515
631140,1.5454545454545454,2.676470588235294
631174,3.7916666666666665,1.7333333333333334
631220,3.25,3.75
631339,1.45,3.2
631417,2.135135135135135,2.2432432432432434
631518,3.2222222222222223,3.2962962962962963
631544,3.074074074074074,2.5
631570,7.0,4.296296296296297
630111,2.2857142857142856,1.4912280701754386
630313,2.268292682926829,1.8780487804878048
631042,1.875,1.7708333333333333
631129,3.4285714285714284,2.6774193548387095
631148,1.4912280701754386,2.774193548387097
631175,4.083333333333333,1.9166666666666667
631340,1.6538461538461537,3.7916666666666665
631425,2.4,2.1944444444444446
631513,3.576923076923077,3.2758620689655173
631545,3.4166666666666665,2.5
631571,5.2105263157894735,3.3125
630879,2.8,3.44
630920,1.8297872340425532,2.0930232558139537
630974,3.5161290322580645,2.5
631045,1.9130434782608696,3.7142857142857144
631073,2.75,2.764705882352941
631105,1.4385964912280702,2.642857142857143
631176,3.8076923076923075,1.3220338983050848
