game_pk,home_batting_bb_per_g_rolling_10,away_batting_bb_per_g_rolling_10
630851,,
631377,,
630941,,
630966,,
630989,,
631091,,
631121,,
631182,,
631242,,
631378,5.0,0.0
631438,,
631514,,
631563,,
631589,,
631641,,
631664,,
630899,1.0,4.0
630942,3.0,6.0
630967,8.0,3.0
630992,3.0,0.0
631092,7.0,1.0
631108,3.0,3.0
631181,7.0,6.0
631241,0.0,2.0
631382,6.5,0.5
631453,4.0,1.0
631515,3.0,5.0
631565,3.0,2.0
631603,4.0,3.0
631642,1.0,0.0
631666,7.0,1.0
630856,1.0,3.0
630943,4.5,4.5
630968,6.0,2.5
630993,2.5,1.0
631097,7.0,1.0
631126,6.0,3.0
631165,4.0,3.5
631240,1.0,1.5
631384,5.0,1.6666666666666667
631441,3.5,2.0
631517,3.5,3.5
631566,3.5,1.5
631591,5.5,2.0
631643,3.0,1.0
631668,3.5,1.5
630861,2.0,3.0
630969,6.0,2.6666666666666665
631098,7.666666666666667,3.0
631130,1.6666666666666667,2.3333333333333335
631168,4.333333333333333,2.3333333333333335
631442,4.0,3.0
631489,2.6666666666666665,1.6666666666666667
631592,5.0,3.3333333333333335
631669,2.3333333333333335,1.6666666666666667
630866,2.5,3.0
630944,4.0,3.0
630970,6.0,2.5
631014,2.5,6.75
631132,2.75,3.25
631171,4.0,4.666666666666667
631269,3.6666666666666665,2.6666666666666665
631387,2.5,3.75
631443,4.25,4.5
631490,3.0,2.75
631567,3.6666666666666665,4.0
631573,3.75,3.0
631593,6.0,3.25
631663,2.25,1.75
630272,2.8,5.4
630495,3.6666666666666665,3.0
630916,2.8,2.2
630940,3.25,3.4
631033,2.2,5.6
631137,3.0,4.4
631172,3.8,4.25
631239,2.2,2.2
631270,3.0,2.5
631389,3.6,3.4
631444,4.2,4.8
631492,3.2,2.2
631569,3.6,2.8
631594,5.4,3.2
630145,3.1666666666666665,4.5
630346,3.0,5.166666666666667
630496,3.75,3.5
630917,2.8333333333333335,2.6666666666666665
631018,2.0,5.833333333333333
631238,2.3333333333333335,2.5
631271,3.0,3.5
631390,3.8333333333333335,3.6666666666666665
631494,3.0,1.8333333333333333
630201,3.142857142857143,5.0
630275,3.2857142857142856,2.7142857142857144
630592,3.8,4.571428571428571
631019,2.7142857142857144,3.8
631066,3.857142857142857,3.5
631222,3.4,2.7142857142857144
631272,2.5,3.7142857142857144
631391,3.5714285714285716,4.666666666666667
631410,1.5714285714285714,2.5
631480,3.0,5.833333333333333
631539,4.2,5.285714285714286
631647,3.3333333333333335,2.6666666666666665
630100,3.375,4.625
630278,3.75,2.875
630492,3.5,4.625
631020,3.0,3.8333333333333335
631067,3.625,3.5714285714285716
631224,3.6666666666666665,2.625
631273,3.0,3.625
631392,4.625,5.0
631413,1.5,2.4285714285714284
631540,4.0,5.0
631622,3.857142857142857,2.4285714285714284
630101,3.111111111111111,4.555555555555555
630280,3.5555555555555554,3.111111111111111
630493,3.7142857142857144,4.555555555555555
631021,3.888888888888889,3.857142857142857
631068,3.5555555555555554,3.625
631210,3.7142857142857144,2.7777777777777777
631274,2.75,3.5555555555555554
631393,4.333333333333333,4.875
631415,1.6666666666666667,2.625
631469,2.75,5.142857142857143
631470,2.6666666666666665,4.875
631541,3.857142857142857,4.777777777777778
631606,3.875,2.5
630281,3.4,3.3
631070,3.4,3.7777777777777777
631090,4.5,4.1
631219,4.0,6.333333333333333
631275,2.4444444444444446,2.5555555555555554
631293,4.5,3.0
631542,3.625,3.8
631596,4.666666666666667,3.4
631645,3.888888888888889,1.6
630109,2.8,5.222222222222222
630284,3.6,2.7142857142857144
630575,3.625,3.3333333333333335
630874,2.5714285714285716,4.1
630971,4.1,2.6
631057,3.7,5.0
631069,4.2,3.8
631173,4.5,4.25
631276,2.9,2.7
631294,4.142857142857143,3.1
631543,3.4444444444444446,3.9
631597,4.3,3.3
631608,3.9,1.7
630110,3.2,5.1
630307,4.2,2.875
630591,3.3333333333333335,2.6
630878,2.5,4.3
630972,3.5,2.0
631043,3.8,4.8
631085,3.6,3.4
631127,5.5,3.6
631140,3.2,3.2
631174,4.3,4.0
631220,3.7777777777777777,4.6
631339,3.0,3.2
631417,1.6,4.2
631518,3.0,4.125
631544,3.3,3.9
631570,3.5,4.1
630111,3.5,5.1
630313,4.1,2.6666666666666665
631042,3.8,4.7
631129,5.0,3.2
631148,3.1,3.4
631175,4.5,3.7
631340,2.8333333333333335,3.5
631425,1.5,3.9
631513,2.8,3.7777777777777777
631545,2.9,3.5
631571,3.7,4.0
630879,2.2222222222222223,3.4
630920,3.6,5.0
630974,3.6,3.1
631045,3.2,3.1
631073,3.2,3.3
631105,3.0,2.5
631176,4.5,4.9
631237,4.7,2.5714285714285716
631295,4.1,4.0
631358,3.4,3.3
631419,1.3,3.3
631504,2.6,4.2
631623,2.1,2.4
630880,2.1,3.1
630935,3.6,5.1
630962,3.2,3.3
630973,2.9,3.3
631046,3.1,3.1
631074,2.9,3.1
631106,2.8,2.8
631133,4.857142857142857,4.2
631177,4.8,4.8
631236,4.8,2.75
631296,4.4,3.6
631343,3.5,3.4
631420,1.5,3.5
631503,2.7,4.7
631658,3.0,2.7
630922,3.4,4.5
630946,3.5,3.3
631047,2.8,3.4
631075,2.9,2.8
631110,2.8,3.1
631131,4.75,3.9
631136,4.333333333333333,3.6
631178,4.6,4.3
631235,4.7,3.2222222222222223
631297,4.3,3.8
631373,3.3,3.5
631421,2.0,3.5
631506,2.7,4.9
631630,3.2,3.1
630923,3.3,2.6
631138,4.5,3.6
631233,4.9,2.4
631298,4.5,3.7
631346,3.1,2.6
631395,4.7,4.8
631445,4.2,3.2
631473,2.9,3.0
631546,3.2,3.0
631631,3.1,3.4
630901,2.8,3.3
630924,3.1,3.0
631139,4.6,2.9
631192,3.2,3.0
631243,4.6,2.6
631299,4.0,3.3
631347,2.6,2.8
631396,5.1,5.1
631446,3.8,2.8
631474,2.7,2.9
631547,3.2,2.9
