Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2024-04-29,BAL ,NYY ,2,0,-136,116,-130,110,9.0,9.0,9.0,9.0,-106,-114,-122,100
2024-04-29,MIA ,WAS ,2,7,-158,134,-142,120,8.0,8.0,8.5,8.5,-110,-110,-104,-118
2024-04-29,TOR ,KC ,6,5,-148,126,-164,138,8.5,8.5,8.5,8.5,-122,100,-114,-106
2024-04-29,NYM ,CHC ,1,3,-130,110,-142,120,8.0,8.0,7.5,7.5,-105,-115,100,-122
2024-04-29,MIL ,TB ,0,1,-112,-104,-112,-104,8.0,8.0,8.0,8.0,-115,-105,-110,-110
2024-04-29,CHW ,MIN ,2,3,130,-154,136,-162,7.5,7.5,7.5,7.5,-110,-110,100,-122
2024-04-29,LAA ,PHI ,6,5,116,-136,118,-150,9.0,9.0,8.5,8.5,-110,-110,-135,104
2024-04-29,OAK ,PIT ,5,1,112,-132,110,-130,7.5,7.5,7.5,7.5,-120,-102,-110,-110
2024-04-29,SEA ,ATL ,2,1,130,-154,134,-158,7.5,7.5,7.0,7.0,-105,-115,-118,-104
2024-04-29,SD ,CIN ,2,5,-116,-102,-112,-104,8.0,8.0,7.5,7.5,-115,-105,-122,100
2024-04-29,AZ ,LAD ,4,8,120,-142,120,-142,10.0,10.0,10.0,10.0,-110,-110,-122,100
