game_pk,home_pitching_k_bb_ratio_rolling_10,away_pitching_k_bb_ratio_rolling_10
413661,,
413649,,
413650,,
413651,,
413652,,
413653,,
413654,,
413655,,
413656,,
413657,,
413658,,
413659,,
413660,,
413662,,
413663,,
413664,6.0,3.0
413665,7.0,7.0
413666,5.5,2.6666666666666665
413667,6.0,
413668,6.0,2.0
413669,3.5,2.0
413670,5.0,2.25
413671,6.666666666666667,3.5
413672,1.5,2.8333333333333335
413673,2.0,2.7142857142857144
413674,1.2857142857142858,4.5
413675,1.5,0.6
413676,2.3333333333333335,3.5
413677,4.0,16.0
413678,,3.0
413679,3.0,10.0
413680,13.0,2.6666666666666665
413681,4.75,2.111111111111111
413682,3.0,1.625
413684,11.0,2.2857142857142856
413685,2.4,1.6666666666666667
413693,2.75,6.0
413686,1.7272727272727273,4.0
413687,6.5,1.1428571428571428
413688,5.0,4.0
413689,7.5,0.8888888888888888
413690,3.75,4.5
413691,2.75,3.6666666666666665
413692,2.3333333333333335,2.0
413694,8.0,2.0
413695,2.375,1.7142857142857142
413696,3.625,3.7142857142857144
413697,4.0,2.7142857142857144
413698,3.0,6.666666666666667
413699,2.0,3.6666666666666665
413700,5.333333333333333,6.666666666666667
413701,2.7142857142857144,6.4
413702,1.1111111111111112,0.7333333333333333
413703,3.125,4.285714285714286
413704,6.333333333333333,3.875
413705,5.8,5.4
413706,1.9411764705882353,1.8
413707,3.3,7.666666666666667
413708,1.6363636363636365,3.2222222222222223
413709,1.7333333333333334,2.0
413710,1.5294117647058822,3.4285714285714284
413711,2.75,3.0
413712,3.1,2.6
413713,3.0,4.5
413714,2.2,3.75
413715,4.4,5.8
413716,2.7,5.25
413717,1.0555555555555556,1.0588235294117647
413718,3.6,3.7
413719,6.2,3.7
413720,5.142857142857143,3.6666666666666665
413721,2.0,1.736842105263158
413722,3.4615384615384617,3.7142857142857144
413723,1.5294117647058822,2.466666666666667
413724,1.7777777777777777,1.8461538461538463
413725,1.9444444444444444,2.6363636363636362
413726,2.238095238095238,3.3333333333333335
413727,2.6,3.0
413728,2.6666666666666665,3.1818181818181817
413729,2.210526315789474,2.8333333333333335
413730,3.3333333333333335,5.333333333333333
413731,2.5714285714285716,4.454545454545454
413732,1.5263157894736843,1.2777777777777777
413733,2.9285714285714284,4.1
413734,6.0,3.5833333333333335
413735,4.3,3.25
413736,2.227272727272727,2.05
413737,3.5714285714285716,4.0
413738,1.55,2.6470588235294117
413739,2.210526315789474,1.6842105263157894
413740,2.0,2.6153846153846154
413741,2.3181818181818183,3.9
413742,2.3461538461538463,2.2222222222222223
413743,3.3846153846153846,2.9
413744,1.9583333333333333,2.473684210526316
413745,3.25,2.9285714285714284
413746,1.6666666666666667,4.555555555555555
413747,2.45,1.6521739130434783
413748,3.0625,7.285714285714286
413749,1.88,2.2083333333333335
413750,2.263157894736842,3.769230769230769
413751,4.9,2.0
413752,5.0,2.75
413753,1.9523809523809523,2.736842105263158
413754,2.619047619047619,2.7058823529411766
413755,2.074074074074074,4.545454545454546
413756,2.4,2.473684210526316
413757,2.25,1.8571428571428572
413758,3.923076923076923,2.48
413759,1.9259259259259258,2.12
413760,3.5,3.642857142857143
413761,2.375,1.5333333333333334
413762,2.0,2.5384615384615383
413763,2.238095238095238,3.5294117647058822
413764,4.5,1.8333333333333333
413765,5.769230769230769,2.55
413766,1.8148148148148149,2.4347826086956523
413767,2.782608695652174,2.1818181818181817
413768,1.9333333333333333,3.5
413769,2.303030303030303,2.5
413770,2.2666666666666666,2.2083333333333335
413771,3.933333333333333,2.3666666666666667
413772,2.0,2.103448275862069
413773,3.3181818181818183,3.857142857142857
413774,1.5909090909090908,4.8
413775,2.1666666666666665,1.625
413776,3.235294117647059,4.384615384615385
413777,2.2857142857142856,2.7777777777777777
413778,2.347826086956522,3.1904761904761907
413779,5.076923076923077,1.7714285714285714
413780,5.117647058823529,2.375
413781,1.875,2.5
413782,2.8846153846153846,2.3043478260869565
413783,2.2666666666666666,2.5
413784,1.8181818181818181,5.0
413785,4.176470588235294,1.7352941176470589
413786,3.210526315789474,4.357142857142857
413787,2.6,1.6
413788,1.8611111111111112,2.2413793103448274
413789,2.9130434782608696,3.3157894736842106
413790,2.3333333333333335,2.3333333333333335
413791,1.9230769230769231,2.0588235294117645
413792,2.5,2.375
413793,4.071428571428571,2.3846153846153846
413794,3.55,2.264705882352941
413795,1.6538461538461537,2.342857142857143
413796,4.947368421052632,2.193548387096774
413797,4.1,1.7567567567567568
413798,3.4583333333333335,4.125
413799,2.3333333333333335,2.774193548387097
413800,4.384615384615385,3.391304347826087
413801,2.4482758620689653,1.6590909090909092
413802,3.7222222222222223,2.4705882352941178
413803,2.064516129032258,1.8285714285714285
413804,2.923076923076923,3.4
413805,2.2903225806451615,2.2413793103448274
413806,1.9024390243902438,2.081081081081081
413807,2.588235294117647,2.076923076923077
413808,4.125,2.6538461538461537
413809,3.5454545454545454,2.4166666666666665
413810,1.7096774193548387,2.358974358974359
413811,5.5,2.138888888888889
413812,4.157894736842105,1.6153846153846154
413813,3.2857142857142856,4.055555555555555
413814,2.027027027027027,2.7941176470588234
413815,4.066666666666666,3.391304347826087
413816,2.8076923076923075,1.75
413817,3.7,2.6875
413818,1.9428571428571428,1.8181818181818181
413819,3.1538461538461537,3.1666666666666665
413820,2.4,2.2857142857142856
413821,1.975609756097561,1.794871794871795
413822,2.5588235294117645,2.128205128205128
413823,3.142857142857143,2.7142857142857144
413824,3.32,2.0
413825,1.7,2.5238095238095237
413826,5.15,1.853658536585366
413827,4.9411764705882355,1.9090909090909092
413828,3.68,3.4761904761904763
413829,2.25,3.0
413830,4.266666666666667,3.12
413831,2.4482758620689653,1.7692307692307692
413832,4.142857142857143,2.4722222222222223
413833,2.0285714285714285,1.8181818181818181
413834,2.5428571428571427,2.0256410256410255
413835,3.782608695652174,4.2631578947368425
413836,3.0869565217391304,2.2580645161290325
413837,3.12,2.4186046511627906
413838,1.8157894736842106,3.076923076923077
413839,2.9523809523809526,2.2
413840,2.6956521739130435,3.2333333333333334
413841,2.6666666666666665,2.8
413842,1.7857142857142858,2.5142857142857142
413843,5.4,1.868421052631579
413844,1.8333333333333333,2.027027027027027
413845,1.8048780487804879,2.4571428571428573
413846,3.375,5.1875
413847,2.5,2.2
413848,3.076923076923077,2.2954545454545454
413849,1.9189189189189189,2.9642857142857144
413850,2.6666666666666665,5.0
413851,1.763157894736842,1.8235294117647058
413852,2.8181818181818183,2.3043478260869565
413853,2.909090909090909,2.787878787878788
413854,2.3333333333333335,2.5714285714285716
413855,2.026315789473684,2.6176470588235294
413856,2.5,3.04
413857,2.3333333333333335,1.7027027027027026
413858,4.764705882352941,1.5238095238095237
413859,1.9047619047619047,1.894736842105263
413860,2.081081081081081,2.3636363636363638
413861,3.423076923076923,4.9411764705882355
413862,2.0625,2.3
413863,2.9310344827586206,2.7027027027027026
413864,2.0,2.9642857142857144
413865,2.4827586206896552,4.454545454545454
413866,1.7894736842105263,2.0
413867,2.8095238095238093,1.8076923076923077
413868,2.2142857142857144,3.0714285714285716
413869,2.3142857142857145,2.466666666666667
413870,1.829268292682927,2.75
413871,2.607142857142857,2.6
413872,2.3076923076923075,1.8055555555555556
413873,4.05,1.372093023255814
413874,1.7727272727272727,1.775
413875,1.9743589743589745,2.264705882352941
413876,3.3703703703703702,5.533333333333333
413877,1.8484848484848484,2.3870967741935485
413878,3.4166666666666665,2.4615384615384617
413879,2.3870967741935485,4.5
413880,1.7179487179487178,2.2857142857142856
413881,2.0689655172413794,3.2857142857142856
413882,2.3636363636363638,2.566666666666667
413883,1.9189189189189189,2.5588235294117645
413884,2.4516129032258065,2.9642857142857144
413885,1.725,1.4042553191489362
413886,1.7380952380952381,2.5625
413887,2.7037037037037037,5.125
413888,2.03125,2.857142857142857
413889,2.5,3.32
413891,2.4285714285714284,4.208333333333333
413892,2.0256410256410255,1.7407407407407407
413893,3.5555555555555554,3.9047619047619047
413894,1.8620689655172413,3.6153846153846154
413895,1.9444444444444444,2.586206896551724
413896,1.7647058823529411,2.8
413897,2.264705882352941,1.7837837837837838
413898,1.875,1.8571428571428572
413899,2.3703703703703702,2.4642857142857144
413900,1.894736842105263,1.3953488372093024
413901,1.6666666666666667,2.4411764705882355
413903,1.6571428571428573,3.1875
413904,2.242424242424242,3.761904761904762
413906,2.4242424242424243,3.8076923076923075
413907,2.3714285714285714,1.8148148148148149
413908,3.64,3.9523809523809526
413909,1.9642857142857142,3.5
413910,2.090909090909091,2.5517241379310347
413911,2.032258064516129,3.2083333333333335
413912,1.9210526315789473,1.8055555555555556
413913,2.135135135135135,2.0
413914,2.652173913043478,3.130434782608696
413890,3.16,2.5555555555555554
413915,1.8918918918918919,1.3658536585365855
413916,1.5227272727272727,2.375
413917,3.32,4.55
413918,1.6216216216216217,3.28125
413919,2.1515151515151514,3.652173913043478
413920,3.25,2.225806451612903
413921,2.2857142857142856,3.357142857142857
413922,2.263157894736842,2.04
413923,3.6666666666666665,3.5454545454545454
413924,2.1481481481481484,3.44
413926,2.0,3.0384615384615383
413927,2.0277777777777777,1.6486486486486487
413928,2.2972972972972974,2.0555555555555554
413929,2.8181818181818183,2.923076923076923
413931,2.1481481481481484,1.9722222222222223
413932,1.8275862068965518,1.525
413933,2.2285714285714286,3.4583333333333335
413934,3.242424242424242,2.15625
413935,3.652173913043478,1.9428571428571428
413936,2.8260869565217392,4.2105263157894735
413937,3.2,2.0
413938,4.380952380952381,2.8333333333333335
413939,1.8055555555555556,2.1707317073170733
413940,3.4615384615384617,2.6296296296296298
