game_pk,home_batting_bb_per_g_rolling_10,away_batting_bb_per_g_rolling_10
413661,,
413649,,
413650,,
413651,,
413652,,
413653,,
413654,,
413655,,
413656,,
413657,,
413658,,
413659,,
413660,,
413662,,
413663,,
413664,1.0,2.0
413665,1.0,1.0
413666,3.0,2.0
413667,0.0,1.0
413668,5.0,2.0
413669,3.0,2.0
413670,4.0,1.0
413671,1.0,1.5
413672,3.0,4.0
413673,3.5,4.0
413674,2.0,7.0
413675,5.0,2.0
413676,2.0,3.0
413677,0.5,1.5
413678,2.0,0.0
413679,1.0,3.0
413680,3.0,1.0
413681,4.5,2.0
413682,4.0,2.5
413684,3.5,0.5
413685,3.0,5.0
413693,2.0,4.0
413686,2.0,5.5
413687,3.5,1.0
413688,2.5,1.5
413689,4.5,1.0
413690,2.0,2.0
413691,3.0,4.0
413692,1.6666666666666667,2.3333333333333335
413694,3.3333333333333335,1.0
413695,3.5,4.0
413696,3.6666666666666665,5.666666666666667
413697,1.0,1.5
413698,2.0,5.0
413699,1.25,4.0
413700,1.6666666666666667,3.0
413701,3.3333333333333335,4.0
413702,1.0,1.0
413703,3.6666666666666665,2.3333333333333335
413704,2.0,3.3333333333333335
413705,3.25,1.0
413706,2.5,3.0
413707,2.6666666666666665,3.5
413708,2.6666666666666665,5.0
413709,3.0,2.6666666666666665
413710,2.3333333333333335,2.3333333333333335
413711,4.25,6.25
413712,1.5,2.3333333333333335
413713,2.25,4.5
413714,1.4,3.5
413715,1.75,2.75
413716,3.25,3.75
413717,1.25,3.0
413718,3.5,2.25
413719,2.0,3.0
413720,3.4,1.25
413721,2.8,3.0
413722,3.0,3.3333333333333335
413723,3.5,5.25
413724,2.75,2.75
413725,2.75,2.0
413726,3.8,6.0
413727,1.6,3.0
413728,2.8,4.8
413729,1.8333333333333333,3.6
413730,1.6,3.0
413731,3.2,3.8
413732,1.2,2.6
413733,2.8,2.6
413734,2.0,2.8
413735,3.3333333333333335,1.6
413736,2.5,2.8333333333333335
413737,2.6,2.75
413738,3.2,4.8
413739,3.4,2.4
413740,2.6,2.4
413741,2.5714285714285716,1.8333333333333333
413742,2.7142857142857144,2.8333333333333335
413743,3.2,3.5
413744,3.0,1.5
413745,2.3333333333333335,5.166666666666667
413746,2.5,2.6666666666666665
413747,2.3333333333333335,3.0
413748,3.4,2.3333333333333335
413749,3.1666666666666665,4.166666666666667
413750,3.5,3.4285714285714284
413751,3.1666666666666665,2.8333333333333335
413752,3.8333333333333335,1.8333333333333333
413753,3.0,4.5
413754,5.5,2.6666666666666665
413755,2.375,2.2857142857142856
413756,2.5,3.0
413757,2.8333333333333335,1.0
413758,3.5,3.0
413759,3.375,1.7142857142857142
413760,2.0,4.714285714285714
413761,3.0,3.142857142857143
413762,3.0,3.857142857142857
413763,3.5714285714285716,3.25
413764,3.2857142857142856,2.7142857142857144
413765,3.857142857142857,1.7142857142857142
413766,3.142857142857143,4.714285714285714
413767,5.428571428571429,2.5714285714285716
413768,2.6666666666666665,2.375
413769,2.5555555555555554,3.0
413770,2.857142857142857,1.1428571428571428
413771,3.7142857142857144,2.875
413772,3.4444444444444446,1.75
413773,1.75,4.625
413774,2.2857142857142856,2.857142857142857
413775,2.875,3.5
413776,3.8333333333333335,2.142857142857143
413777,2.75,3.5
413778,3.625,3.111111111111111
413779,3.5,2.5
413780,3.875,2.0
413781,2.875,4.75
413782,4.875,2.625
413783,3.3,2.7777777777777777
413784,2.125,2.5
413785,3.6666666666666665,3.5555555555555554
413786,3.4285714285714284,2.125
413787,3.0,2.6666666666666665
413788,3.111111111111111,4.666666666666667
413789,3.4444444444444446,2.6666666666666665
413790,3.7,2.8
413791,3.2,2.7777777777777777
413792,4.555555555555555,2.888888888888889
413793,4.333333333333333,1.625
413794,3.25,2.888888888888889
413795,2.111111111111111,2.75
413796,4.222222222222222,1.6666666666666667
413797,3.6,3.5
413798,1.5555555555555556,2.0
413799,4.5,3.5555555555555554
413800,2.6666666666666665,2.8
413801,3.1,2.8
413802,3.75,2.5
413803,2.0,2.7
413804,3.2,2.7
413805,3.5,3.1
413806,3.0,3.0
413807,4.8,2.8
413808,3.9,1.6666666666666667
413809,3.111111111111111,2.8
413810,2.3,3.0
413811,4.3,1.6
413812,3.6,3.4
413813,1.6,2.2
413814,4.5,3.8
413815,2.5,2.6
413816,3.3,2.6
413817,3.6666666666666665,2.5
413818,2.0,3.0
413819,3.5,2.8
413820,3.5,2.7
413821,3.0,3.3
413822,4.4,2.8
413823,3.9,2.0
413824,3.1,2.8
413825,2.6,2.8
413826,4.3,1.7
413827,3.6,3.0
413828,1.9,2.2
413829,4.3,4.0
413830,2.2,2.5
413831,3.3,2.8
413832,4.1,2.4
413833,2.2,3.2
413834,4.4,2.5
413835,1.6,4.1
413836,2.2,2.7
413837,2.2,2.7
413838,2.8,3.9
413839,2.2,2.7
413840,3.4,4.2
413841,2.7,2.8
413842,1.8,2.5
413843,3.7,3.1
413844,3.4,2.7
413845,3.7,4.4
413846,1.4,4.3
413847,1.8,3.0
413848,2.6,3.0
413849,3.2,3.3
413850,3.1,4.1
413851,2.7,2.9
413852,2.4,2.8
413853,3.1,3.8
413854,3.0,2.9
413855,2.2,2.1
413856,3.5,2.7
413857,2.7,3.4
413858,4.1,3.3
413859,3.5,2.7
413860,3.5,3.8
413861,1.6,4.3
413862,1.9,3.2
413863,2.5,3.2
413864,3.2,3.7
413865,3.0,4.4
413866,2.6,2.4
413867,2.7,2.0
413868,3.1,4.1
413869,3.2,2.9
413870,2.0,2.4
413871,4.0,2.8
413872,2.6,3.4
413873,4.0,3.3
413874,3.7,2.9
413875,3.5,3.7
413876,1.4,4.1
413877,1.9,3.4
413878,2.4,2.5
413879,3.1,4.4
413880,2.4,2.7
413881,3.0,4.5
413882,3.4,2.8
413883,2.2,2.4
413884,3.8,3.0
413885,2.2,3.4
413886,2.7,3.7
413887,2.7,4.0
413888,2.5,3.3
413889,2.6,3.6
413891,2.3,4.2
413892,3.0,2.5
413893,4.5,4.2
413894,2.6,1.6
413895,2.6,3.2
413896,1.7,3.0
413897,3.4,3.9
413898,3.6,3.9
413899,3.0,3.7
413900,2.2,3.6
413901,2.9,3.4
413903,2.6,3.1
413904,2.7,4.0
413906,2.5,4.0
413907,2.7,2.3
413908,4.5,3.8
413909,2.7,1.9
413910,2.6,2.9
413911,1.8,2.7
413912,3.2,4.0
413913,3.2,3.6
413914,2.6,3.8
413890,2.7,2.6
413915,2.3,3.3
413916,2.9,3.6
413917,3.1,3.8
413918,2.9,3.0
413919,2.9,4.0
413920,3.2,2.3
413921,2.5,4.1
413922,2.8,2.9
413923,4.6,3.3
413924,2.6,1.9
413926,1.9,2.4
413927,3.3,3.6
413928,3.0,3.6
413929,2.4,3.6
413931,3.0,2.4
413932,3.5,3.0
413933,2.5,4.0
413934,3.0,2.4
413935,3.2,1.9
413936,2.1,2.9
413937,2.7,2.3
413938,3.6,2.2
413939,4.2,2.8
413940,3.8,3.2
413941,4.3,2.9
413942,4.0,3.2
413943,3.5,3.3
413944,3.2,3.2
413946,3.3,2.8
413947,3.5,3.6
413948,2.3,4.3
413949,3.3,2.2
413950,3.8,1.8
413951,1.8,3.0
413952,2.9,2.0
413953,3.4,2.0
413954,3.9,2.9
413955,3.6,3.4
413956,4.2,2.7
413957,3.6,3.2
413958,3.6,3.4
413959,3.1,3.0
413960,2.9,3.2
413961,3.3,2.9
413962,3.2,3.6
413963,2.4,4.6
413964,3.2,2.5
413965,3.9,1.8
413966,2.1,2.9
413967,3.3,2.2
413968,3.7,1.6
413969,3.7,2.9
413970,3.2,3.0
413971,3.8,2.7
413972,4.0,3.5
413973,3.8,3.5
413974,3.0,3.0
413975,3.0,2.8
413976,3.5,3.8
413977,2.3,3.4
413978,3.2,2.2
413979,4.4,3.2
413980,3.6,3.4
413981,3.2,3.7
413982,3.1,3.4
413983,3.0,3.2
413984,2.9,2.7
413985,3.3,4.0
413986,2.2,2.7
413987,2.3,3.4
413988,3.0,2.0
413989,3.6,3.5
413990,3.4,2.9
413991,2.1,2.2
413992,3.9,1.7
413993,4.0,2.7
413994,2.8,2.9
413995,3.6,3.5
413996,2.9,3.5
413997,3.2,3.0
413998,3.4,3.2
413999,3.0,2.3
414000,3.4,3.8
414001,2.5,2.7
414002,2.1,3.6
414003,3.1,2.0
414004,3.4,4.0
414005,3.4,2.9
414006,2.4,2.2
414007,4.0,1.8
414008,4.2,2.4
414009,2.6,2.9
414010,3.7,3.5
414011,2.5,3.0
414012,3.3,2.8
414013,3.0,3.2
414014,3.2,2.1
414015,3.4,3.4
414016,2.2,2.4
414017,1.6,3.4
414018,3.1,2.0
414019,3.4,3.1
414020,3.5,2.6
414021,2.7,2.2
414022,3.9,1.9
414023,3.9,2.4
414024,2.7,2.6
414025,3.8,3.6
414026,2.4,2.9
414028,4.3,2.9
414029,2.0,2.9
414030,3.2,2.4
414031,3.2,2.8
414032,2.7,3.0
414033,3.4,2.2
414034,3.3,2.2
414035,2.7,2.6
414036,3.5,2.6
414037,4.0,4.2
414039,1.8,2.6
414040,4.4,3.3
414041,2.3,3.4
414042,1.5,4.1
414043,2.0,3.3
414044,1.8,3.2
414045,3.3,2.2
414046,3.1,2.5
414047,2.9,3.0
414048,3.6,2.3
414049,3.3,2.0
414050,2.6,2.7
414051,3.3,2.6
414052,3.5,3.7
414038,2.4,3.1
414053,2.1,2.9
414054,1.9,2.4
414055,4.3,3.4
414056,2.8,3.6
414057,1.4,4.0
414058,2.5,3.1
414059,1.9,3.6
414060,3.8,2.5
