game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
413661,,,,
413649,,,,
413650,,,,
413651,,,,
413652,,,,
413653,,,,
413654,,,,
413655,,,,
413656,,,,
413657,,,,
413658,,,,
413659,,,,
413660,,,,
413662,,,,
413663,,,,
413664,4.0,1.0,4.0,1.0
413665,1.0,2.0,1.0,2.0
413666,2.0,6.0,2.0,6.0
413667,0.0,10.0,0.0,10.0
413668,6.0,3.0,6.0,3.0
413669,4.0,5.0,4.0,5.0
413670,8.0,0.0,8.0,0.0
413671,2.0,1.5,2.0,1.5
413672,1.5,7.0,1.5,7.0
413673,3.5,6.0,3.5,6.0
413674,0.0,8.0,0.0,8.0
413675,10.0,1.0,10.0,1.0
413676,2.0,0.0,2.0,0.0
413677,1.0,7.5,1.0,7.5
413678,4.0,0.0,4.0,0.0
413679,1.0,3.0,1.0,3.0
413680,5.0,2.0,5.0,2.0
413681,4.5,5.0,4.5,5.0
413682,5.5,5.5,5.5,5.5
413684,4.5,1.5,4.5,1.5
413685,1.0,6.0,1.0,6.0
413693,0.0,3.0,0.0,3.0
413686,2.0,5.0,2.0,5.0
413687,8.5,3.0,8.5,3.0
413688,1.0,1.0,1.0,1.0
413689,7.5,0.0,7.5,0.0
413690,1.5,2.0,1.5,2.0
413691,5.0,3.0,5.0,3.0
413692,4.666666666666667,5.333333333333333,4.666666666666667,5.333333333333333
413694,6.333333333333333,1.0,6.333333333333333,1.0
413695,2.5,4.5,2.5,4.5
413696,2.6666666666666665,5.333333333333333,2.6666666666666665,5.333333333333333
413697,6.666666666666667,1.0,6.666666666666667,1.0
413698,2.3333333333333335,7.333333333333333,2.3333333333333335,7.333333333333333
413699,3.25,1.0,3.25,1.0
413700,2.6666666666666665,7.0,2.6666666666666665,7.0
413701,4.333333333333333,5.333333333333333,4.333333333333333,5.333333333333333
413702,2.3333333333333335,0.3333333333333333,2.3333333333333335,0.3333333333333333
413703,5.333333333333333,3.3333333333333335,5.333333333333333,3.3333333333333335
413704,2.0,2.6666666666666665,2.0,2.6666666666666665
413705,5.0,2.3333333333333335,5.0,2.3333333333333335
413706,3.5,4.25,3.5,4.25
413707,4.333333333333333,1.5,4.333333333333333,1.5
413708,1.0,3.0,1.0,3.0
413709,4.0,5.0,4.0,5.0
413710,2.0,2.0,2.0,2.0
413711,3.25,5.5,3.25,5.5
413712,6.25,1.0,6.25,1.0
413713,2.75,7.5,2.75,7.5
413714,2.8,2.0,2.8,2.0
413715,2.5,6.25,2.5,6.25
413716,4.25,4.75,4.25,4.75
413717,1.75,1.75,1.75,1.75
413718,5.25,3.25,5.25,3.25
413719,2.0,3.5,2.0,3.5
413720,6.4,1.75,6.4,1.75
413721,3.0,3.4,3.0,3.4
413722,4.5,2.3333333333333335,4.5,2.3333333333333335
413723,3.25,4.5,3.25,4.5
413724,4.25,6.75,4.25,6.75
413725,2.5,1.75,2.5,1.75
413726,3.4,6.0,3.4,6.0
413727,6.0,3.0,6.0,3.0
413728,3.4,7.8,3.4,7.8
413729,4.0,2.0,3.3333333333333335,2.0
413730,2.8,6.2,2.8,6.2
413731,4.6,3.8,4.6,3.8
413732,2.4,2.2,2.4,2.2
413733,5.2,3.2,5.2,3.2
413734,2.8,2.8,2.8,2.8
413735,5.6,2.4,6.0,2.4
413736,4.4,2.8,4.166666666666667,3.1666666666666665
413737,3.8,2.75,3.8,2.75
413738,2.6,4.0,2.6,4.0
413739,4.8,5.6,4.8,5.6
413740,2.6,1.8,2.6,1.8
413741,4.2,3.0,3.4285714285714284,2.6666666666666665
413742,4.2,4.6,4.428571428571429,4.5
413743,3.6,3.8,3.6,4.0
413744,2.4,5.0,3.2857142857142856,5.833333333333333
413745,4.4,8.6,4.0,7.833333333333333
413746,2.6,6.0,2.1666666666666665,6.666666666666667
413747,5.4,3.4,4.833333333333333,3.0
413748,3.6,3.2,3.6,2.6666666666666665
413749,5.0,6.0,5.166666666666667,5.166666666666667
413750,2.8,6.8,2.6666666666666665,6.142857142857143
413751,3.4,3.2,3.3333333333333335,2.6666666666666665
413752,4.0,3.2,4.333333333333333,3.3333333333333335
413753,6.4,5.2,6.333333333333333,4.666666666666667
413754,5.2,2.4,5.666666666666667,2.1666666666666665
413755,4.8,3.8,3.375,3.142857142857143
413756,4.2,4.8,4.375,5.0
413757,4.4,3.4,3.6666666666666665,3.0
413758,5.0,4.0,4.166666666666667,4.285714285714286
413759,1.4,4.4,2.875,5.285714285714286
413760,4.6,7.2,4.142857142857143,7.285714285714286
413761,3.6,3.4,4.571428571428571,2.857142857142857
413762,4.8,6.4,5.142857142857143,5.285714285714286
413763,3.0,6.4,2.4285714285714284,6.375
413764,3.6,2.4,3.142857142857143,2.2857142857142856
413765,4.6,4.2,4.571428571428571,3.5714285714285716
413766,6.0,4.6,5.571428571428571,4.285714285714286
413767,6.6,2.8,6.142857142857143,2.4285714285714284
413768,4.4,3.2,3.888888888888889,3.0
413769,5.2,4.6,4.444444444444445,4.5
413770,4.2,3.2,3.2857142857142856,3.142857142857143
413771,5.0,4.0,3.857142857142857,4.125
413772,1.4,4.2,2.6666666666666665,5.125
413773,4.2,6.2,3.625,6.625
413774,3.2,7.0,2.2857142857142856,7.428571428571429
413775,3.6,5.0,4.25,3.5
413776,3.8,3.8,3.6666666666666665,3.0
413777,5.6,6.4,5.0,5.0
413778,2.8,7.0,2.125,6.111111111111111
413779,3.6,3.0,3.5,2.625
413780,4.4,4.6,4.75,3.75
413781,5.2,4.8,5.125,4.125
413782,7.0,3.6,6.375,3.0
413783,1.8,4.2,2.6,4.222222222222222
413784,3.6,6.4,2.375,6.625
413785,4.2,4.2,3.7777777777777777,3.7777777777777777
413786,4.6,3.4,3.7142857142857144,2.875
413787,5.4,2.4,3.7777777777777777,2.4444444444444446
413788,5.2,4.4,5.888888888888889,4.444444444444445
413789,3.0,4.8,2.5555555555555554,3.7777777777777777
413790,2.6,4.4,2.7,4.5
413791,5.4,3.0,5.5,4.0
413792,6.8,6.0,6.222222222222222,5.222222222222222
413793,4.8,3.4,6.0,3.0
413794,4.6,3.0,3.75,3.6666666666666665
413795,4.0,4.0,3.0,3.375
413796,4.8,4.0,4.777777777777778,5.0
413797,5.0,5.2,4.1,3.9
413798,3.0,3.0,3.2222222222222223,2.5555555555555554
413799,4.8,6.4,4.4,5.0
413800,6.6,4.8,6.444444444444445,5.6
413801,6.0,2.2,3.9,2.4
413802,5.8,5.6,4.0,4.3
413803,5.0,4.6,3.5555555555555554,3.7
413804,3.2,5.2,2.6,4.0
413805,1.8,5.4,2.1,5.0
413806,4.8,3.6,5.6,4.4
413807,5.8,5.0,5.9,4.9
413808,3.4,3.6,5.6,2.7777777777777777
413809,5.0,3.0,4.0,3.4
413810,3.8,3.6,3.0,3.2222222222222223
413811,6.2,3.6,5.0,4.8
413812,5.0,4.4,4.2,3.9
413813,4.2,2.4,3.5,2.6
413814,4.0,6.6,4.6,5.0
413815,6.6,4.8,6.4,5.2
413816,6.6,2.0,4.5,2.6
413817,4.8,4.6,4.0,4.5
413818,4.2,4.0,3.3,4.0
413819,2.8,4.8,2.8,3.9
413820,2.6,4.0,2.0,4.4
413821,5.8,4.0,5.9,4.7
413822,5.2,4.4,5.2,4.7
413823,2.4,5.0,5.5,3.7
413824,4.6,2.4,4.1,3.1
413825,3.8,3.2,3.2,3.3
413826,6.0,3.2,5.0,4.1
413827,5.6,4.8,4.6,4.1
413828,3.4,2.4,3.9,2.8
413829,3.6,5.6,4.1,5.8
413830,4.8,4.4,5.4,5.6
413831,6.4,3.0,4.6,2.7
413832,5.0,4.6,4.3,4.4
413833,3.2,3.4,3.2,3.8
413834,4.0,5.0,5.3,4.9
413835,3.4,4.0,4.0,4.5
413836,1.8,1.4,2.8,2.7
413837,4.0,2.6,3.7,3.5
413838,4.4,3.4,4.3,3.2
413839,3.2,4.6,5.1,3.9
413840,3.4,5.4,5.3,5.9
413841,4.2,3.2,4.0,4.8
413842,2.8,4.8,3.6,4.5
413843,5.8,4.4,4.7,4.0
413844,5.8,4.4,5.5,5.0
413845,3.6,3.8,4.2,5.4
413846,3.8,4.6,4.0,4.8
413847,1.6,2.0,2.5,3.0
413848,4.0,3.0,3.6,3.6
413849,4.4,4.8,4.5,3.8
413850,2.6,6.2,2.0,5.4
413851,2.2,4.4,2.6,4.7
413852,4.4,4.2,5.4,3.9
413853,3.4,5.0,4.8,5.7
413854,4.4,3.6,3.8,5.3
413855,2.6,6.6,3.4,5.9
413856,5.8,4.2,4.7,4.0
413857,4.8,4.8,4.7,4.8
413858,6.0,4.2,5.1,3.9
413859,6.0,4.2,5.6,5.1
413860,2.2,3.0,3.3,4.9
413861,5.4,5.4,4.2,5.6
413862,3.6,5.2,3.3,4.1
413863,4.0,3.4,3.7,3.7
413864,4.6,4.8,4.8,3.9
413865,3.4,5.4,2.6,4.9
413866,3.4,3.8,2.9,4.0
413867,4.6,3.6,5.6,3.8
413868,3.6,5.0,4.2,5.7
413869,5.2,3.6,5.0,4.2
413870,3.0,7.4,3.5,6.5
413871,4.2,3.6,4.8,4.1
413872,4.6,4.6,4.4,4.5
413873,5.2,4.2,5.1,3.6
413874,6.4,4.2,5.9,4.6
413875,2.8,3.4,3.8,4.6
413876,5.0,5.2,4.6,5.0
413877,3.2,5.4,2.8,4.2
413878,5.0,3.4,4.3,5.0
413879,2.8,4.8,2.7,4.8
413880,3.2,4.0,2.7,4.6
413881,4.0,6.6,3.7,6.6
