game_pk,home_bp_hr_per_9_rolling_10,away_bp_hr_per_9_rolling_10
244193,,
244201,,
244195,,
244196,,
244200,,
244206,,
244203,,
244194,,
244199,,
244197,,
244204,,
244202,,
244198,,
244205,,
244210,,
244215,0.0,0.0
244209,0.0,2.0769390533773335
244241,0.0,3.6
244207,0.0,0.0
244213,0.0,0.0
244212,0.0,3.857197959970857
244208,1.8,4.764677854836148
244211,0.0,0.0
246571,0.0,0.0
244229,1.6875105469409186,1.8
244230,0.0,0.0
244218,1.2857142857142858,3.5217238185920934
244223,3.0,2.4545231406987207
244219,2.25,3.1764519032240983
244224,0.0,0.0
244228,0.0,0.0
244216,1.5,0.0
244217,0.0,3.0
244227,0.0,0.0
244220,0.0,9.0
244226,0.0,2.8421202216853776
244225,0.0,0.0
244221,0.0,0.0
244222,0.0,4.5
244237,0.0,0.0
244232,1.2857142857142858,2.0
244240,0.0,0.0
244214,1.5,0.0
244236,2.5714285714285716,1.125
244239,0.9310312723059575,2.0
244231,0.0,4.5
244233,0.0,2.25
244234,0.0,0.0
244235,0.0,2.8421202216853776
244254,2.25,2.8928674745266947
244255,2.076923076923077,0.9
244243,1.8,0.8709705515179081
244249,2.5312420898684693,1.5
244247,1.5,0.7714263673532361
244253,2.4545454545454546,1.1739079395306977
244248,0.9642891581755649,0.0
244256,0.0,1.5
244246,1.0,0.0
244244,0.7714263673532361,2.025005062512656
244245,2.4545454545454546,0.75
244242,0.0,0.9310312723059575
244251,0.0,0.0
244252,0.0,0.0
244269,2.5714285714285716,2.189195105932719
244270,1.528299003209428,1.8
244265,0.0,1.6363636363636365
244266,0.0,0.0
244261,1.3846153846153846,0.6428571428571429
244257,0.0,0.7714263673532361
244259,1.2857142857142858,2.204086130788022
244263,1.3500033750084375,0.0
244271,0.0,0.9818199669453944
244268,3.0681748450571704,0.8181818181818182
244258,1.9285714285714286,0.7105300554213444
244262,1.0,0.6585349791829775
244260,2.076923076923077,0.5094330010698094
244264,2.8420977839532005,1.102043065394011
244267,0.0,0.5625
244284,2.0,1.8409174587157215
244285,1.2461519289970324,1.588235294117647
244280,1.2272699380228682,1.3846153846153846
244278,1.038463535506799,0.0
244286,0.0,0.8852473528645128
244283,2.5471650053490467,0.6585349791829775
244276,1.125,1.038463535506799
244277,0.6585349791829777,0.6
244274,1.0,2.454549917363486
244279,2.6470588235294117,0.9818199669453944
244272,0.7105300554213444,1.227269938022868
244281,0.0,0.0
244282,0.0,0.9310360879932551
244275,1.588235294117647,0.4218736816447448
244273,2.6999946000108004,0.5744705296618284
244289,1.7142857142857142,0.9642839923500137
244293,1.2,2.2131183821612823
244292,0.9642891581755649,3.15
244295,0.771429673470962,0.75
244297,0.38571318367661805,0.8181818181818182
244294,0.574466862836462,0.5294117647058824
244296,0.0,0.0
244287,2.2978821186473137,3.5735241565821227
244290,2.0454545454545454,1.2272699380228682
244291,0.5744668628364621,1.094593115414709
244299,1.3965541319898827,1.7704947057290257
244298,1.35,1.0
244288,0.0,1.6199967600064802
244300,0.0,0.5625035156469728
244306,0.0,1.038463535506799
244307,0.5,1.5
244301,2.1093782959035874,3.3749957812552736
244304,1.7307692307692308,0.9642839923500137
244305,0.4576263430061983,0.9759024386717606
244310,1.565217391304348,1.3670903380890356
244309,1.2857142857142858,0.9
244302,0.0,1.4464259885250206
