game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds
244495,2009-04-28,112526,499856,Bartolo Colon,Chris Jakubauskas,Chicago White Sox,Seattle Mariners,7.0,8.0,4,2,1,2,0,2,1,1,6,4,0,0,0.0,0.0,0.0,0.0,95,88,65,59,0,0,0,0,0,0,27,27,8,9,8,11,1,0,0,1,0,0,0,0,0,0
244479,2009-04-28,433579,433587,John Danks,Félix Hernández,Chicago White Sox,Seattle Mariners,4.0,8.0,8,4,5,0,5,0,1,1,2,9,1,0,0.0,0.0,0.0,0.0,74,100,47,73,0,0,0,0,0,0,20,28,6,9,3,5,0,1,1,0,0,0,0,0,0,0
244496,2009-04-28,457456,346798,Jo-Jo Reyes,Kyle Lohse,Atlanta Braves,St. Louis Cardinals,7.0,6.0,3,4,1,0,1,0,1,4,7,6,0,0,0.0,0.0,0.0,0.0,92,95,57,58,1,0,0,0,0,0,25,23,9,7,4,2,0,0,0,0,0,0,0,0,0,0
244485,2009-04-28,284566,434578,Adam Eaton,Joe Saunders,Baltimore Orioles,Los Angeles Angels,6.0,6.0,6,10,5,4,5,2,4,1,2,1,1,0,0.0,0.0,0.0,0.0,109,89,62,56,0,0,0,0,0,0,27,29,8,8,7,9,0,1,1,0,0,0,0,0,0,0
244486,2009-04-28,435039,207267,Anthony Reyes,Brad Penny,Cleveland Indians,Boston Red Sox,2.0,2.2,9,7,7,7,7,4,1,3,1,1,0,1,0.0,0.0,0.0,0.0,76,89,44,46,1,1,0,1,0,0,17,21,0,6,5,3,0,0,0,0,0,0,0,0,0,0
244499,2009-04-28,430935,458709,Cole Hamels,John Lannan,Philadelphia Phillies,Washington Nationals,4.1,5.0,4,9,0,6,0,3,2,1,4,2,0,3,0.0,0.0,0.0,0.0,61,83,38,53,0,0,0,0,0,0,18,25,3,11,5,2,0,0,0,1,0,0,0,0,0,0
244491,2009-04-28,429719,461833,Edwin Jackson,Phil Hughes,Detroit Tigers,New York Yankees,6.0,6.0,4,2,0,0,0,0,1,2,4,6,0,0,0.0,0.0,0.0,0.0,117,99,76,58,0,1,0,0,0,0,23,23,4,6,10,6,0,1,0,0,0,0,0,0,0,0
244489,2009-04-28,421685,434643,Aaron Harang,Wandy Rodriguez,Cincinnati Reds,Houston Astros,5.0,7.0,6,5,6,1,5,1,1,2,2,5,1,0,0.0,0.0,0.0,0.0,77,99,52,66,0,0,0,1,0,0,23,26,7,8,7,6,0,1,1,0,0,0,0,0,0,0
244488,2009-04-28,115817,445060,Livan Hernandez,Ricky Nolasco,New York Mets,Florida Marlins,5.1,5.0,3,6,3,4,3,4,2,3,5,5,1,0,0.0,0.0,0.0,0.0,91,97,55,64,0,0,0,0,0,0,21,24,9,4,2,6,0,0,0,0,0,0,0,0,0,0
244492,2009-04-28,119154,474463,Kevin Millwood,Brett Anderson,Texas Rangers,Oakland Athletics,8.0,5.0,10,3,4,3,2,1,2,3,5,5,1,0,0.0,0.0,0.0,0.0,121,83,78,50,0,0,1,0,0,0,35,21,9,6,9,4,1,0,0,0,0,0,0,0,0,0
