game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds
246112,2009-08-28,150404,435619,Ted Lilly,Pat Misch,Chicago Cubs,New York Mets,7.1,7.0,6,6,2,1,2,1,2,2,2,2,0,0,0.0,0.0,0.0,0.0,98,98,67,66,0,0,0,0,0,0,30,28,13,9,7,9,0,0,0,0,0,0,0,0,0,0
246107,2009-08-28,460072,433584,Jason Berken,Roberto Hernandez,Baltimore Orioles,Cleveland Indians,5.0,4.2,5,9,2,6,2,6,3,3,5,4,0,0,0.0,0.0,0.0,0.0,97,92,57,54,1,1,0,0,0,0,24,26,5,6,5,3,1,0,0,1,0,0,0,0,0,0
246116,2009-08-28,519144,490063,Rick Porcello,Matt Garza,Detroit Tigers,Tampa Bay Rays,5.2,5.0,4,5,1,6,1,6,2,3,5,5,0,1,0.0,0.0,0.0,0.0,104,88,61,56,0,1,0,0,0,0,25,24,8,6,6,4,1,0,0,1,0,0,0,0,0,0
246105,2009-08-28,118377,462102,Pedro Martínez,Tommy Hanson,Philadelphia Phillies,Atlanta Braves,2.0,2.0,1,2,0,1,0,1,1,0,1,4,0,1,0.0,0.0,0.0,0.0,25,29,14,19,0,0,0,1,0,0,8,8,1,1,4,1,0,0,0,1,0,0,0,0,0,0
246106,2009-08-28,282332,279824,CC Sabathia,Mark Buehrle,New York Yankees,Chicago White Sox,7.0,6.0,8,8,2,2,2,2,1,2,10,1,0,2,0.0,0.0,0.0,0.0,113,99,78,58,0,0,0,0,0,0,29,28,7,11,3,6,0,0,0,0,0,0,0,0,0,0
246111,2009-08-28,456701,451532,Homer Bailey,Chad Billingsley,Cincinnati Reds,Los Angeles Dodgers,8.0,5.0,7,7,0,4,0,4,1,4,7,1,0,1,0.0,0.0,0.0,0.0,115,99,74,54,0,0,0,2,0,0,32,25,9,5,8,8,1,0,0,1,0,0,0,0,0,0
246118,2009-08-28,277417,446341,Josh Beckett,Scott Richmond,Boston Red Sox,Toronto Blue Jays,5.0,5.0,5,9,5,5,5,5,5,1,9,6,2,1,0.0,0.0,0.0,0.0,108,111,60,73,1,0,0,1,0,0,26,25,3,3,3,6,0,0,0,0,0,0,0,0,0,0
246115,2009-08-28,458690,429781,Chris Volstad,Kevin Correia,Florida Marlins,San Diego Padres,1.2,6.2,6,11,6,4,6,4,2,1,0,4,1,0,0.0,0.0,0.0,0.0,54,97,30,66,0,0,0,0,0,0,13,29,4,3,1,10,0,1,1,0,0,0,0,0,0,0
246114,2009-08-28,448159,435043,Manny Parra,Zach Duke,Milwaukee Brewers,Pittsburgh Pirates,6.0,3.0,10,11,6,7,6,7,4,1,2,0,1,2,0.0,0.0,0.0,0.0,97,69,54,42,0,0,0,0,0,0,30,19,8,5,6,2,1,0,0,1,0,0,0,0,0,0
246117,2009-08-28,488846,488984,Brian Duensing,Tommy Hunter,Minnesota Twins,Texas Rangers,7.0,7.0,3,7,1,3,1,3,1,0,8,3,0,0,0.0,0.0,0.0,0.0,96,102,63,66,0,1,0,0,0,0,25,29,7,10,6,8,1,0,0,1,0,0,0,0,0,0
246119,2009-08-28,122477,458709,John Smoltz,John Lannan,St. Louis Cardinals,Washington Nationals,6.0,8.0,4,4,1,2,1,2,1,2,6,2,0,1,0.0,0.0,0.0,0.0,93,91,62,62,0,0,0,0,0,0,22,29,7,16,4,5,0,0,0,0,0,0,0,0,0,0
246109,2009-08-28,453286,434590,Max Scherzer,Yorman Bazardo,Arizona Diamondbacks,Houston Astros,6.0,2.0,5,8,6,8,5,8,2,3,8,0,1,0,0.0,0.0,0.0,0.0,107,44,73,24,1,0,0,0,0,0,26,15,5,4,5,0,1,0,0,1,0,0,0,0,0,0
246113,2009-08-28,457707,123387,Trevor Bell,Brett Tomko,Los Angeles Angels,Oakland Athletics,2.2,5.2,7,4,5,2,5,2,1,1,1,5,1,1,0.0,0.0,0.0,0.0,49,100,28,66,0,0,0,0,0,0,15,23,3,7,3,6,0,0,0,0,0,0,0,0,0,0
246110,2009-08-28,433587,446454,Félix Hernández,Brian Bannister,Seattle Mariners,Kansas City Royals,7.0,6.2,5,7,3,6,3,5,1,2,6,6,1,0,0.0,0.0,0.0,0.0,104,119,63,78,0,0,0,2,0,0,27,31,11,9,4,7,1,0,0,1,0,0,0,0,0,0
246108,2009-08-28,453311,434622,Tim Lincecum,Ubaldo Jiménez,San Francisco Giants,Colorado Rockies,8.0,7.0,4,7,0,2,0,2,3,3,8,4,0,1,0.0,0.0,0.0,0.0,127,102,82,61,0,1,1,0,0,0,29,32,10,14,4,3,1,0,0,1,0,0,0,0,0,0
